Stethoscope	ECG
-0.0546265	-0.0210571
-0.0372314	-0.0216675
-0.0283813	-0.0228882
0.0088501	-0.0250244
0.0143433	-0.027771
0.0128174	-0.0296021
0.0167847	-0.0308228
-0.00396729	-0.0314331
-0.000305176	-0.0335693
0.00518799	-0.0363159
0.0112915	-0.0378418
0.0274658	-0.0378418
0.00823975	-0.0372314
0.0167847	-0.0366211
0.0222778	-0.0354004
0.0152588	-0.032959
0.0216675	-0.0289917
-0.0164795	-0.0262451
-0.0442505	-0.0256348
-0.0311279	-0.0259399
-0.0512695	-0.0259399
-0.038147	-0.0250244
-0.0201416	-0.0238037
-0.012207	-0.0231934
0.0323486	-0.0234985
0.0274658	-0.0247192
0.0222778	-0.0265503
0.0509644	-0.0262451
0.0274658	-0.0238037
0.0296021	-0.0198364
0.0387573	-0.015564
0.00640869	-0.0109863
0.0167847	-0.00579834
-0.00457764	-0.000610352
-0.0213623	0.00396729
-0.00976563	0.00823975
-0.0512695	0.0131226
-0.0570679	0.0189209
-0.0546265	0.0238037
-0.0619507	0.0268555
-0.00640869	0.0286865
0.00518799	0.0289917
0.0192261	0.0296021
0.0564575	0.0302124
0.03479	0.0296021
0.0509644	0.0280762
0.0335693	0.0271606
-0.00762939	0.0280762
-0.000610352	0.0302124
-0.0408936	0.0332642
-0.0375366	0.0363159
-0.0134277	0.0402832
-0.0357056	0.0460815
-0.00274658	0.0534058
-0.00518799	0.0604248
-0.0112915	0.0668335
0.0170898	0.0717163
-0.0268555	0.0750732
-0.00671387	0.0765991
0.0219727	0.0778198
0.0106812	0.0784302
0.0637817	0.0769043
0.0463867	0.0723267
0.0299072	0.0646973
0.0494385	0.0567627
-0.0192261	0.0488281
-0.0323486	0.0415039
-0.0387573	0.0350952
-0.0692749	0.0292969
-0.0131226	0.0228882
-0.00854492	0.0177002
0.00305176	0.0134277
0.0564575	0.00946045
0.0274658	0.00518799
0.038147	0
0.0338745	-0.00518799
-0.0259399	-0.0106812
-0.015564	-0.015564
-0.0384521	-0.0195313
-0.0537109	-0.0213623
-0.0125122	-0.0216675
-0.0219727	-0.0204468
-0.00488281	-0.0170898
0.0201416	-0.0137329
0.00518799	-0.0140381
0.0164795	-0.0180054
0.00244141	-0.0241089
-0.0213623	-0.0305176
-0.0143433	-0.0375366
-0.00946045	-0.0457764
0.00854492	-0.0552368
0.0119019	-0.0646973
-0.0106812	-0.0720215
-0.0262451	-0.0750732
-0.0430298	-0.0741577
-0.0491333	-0.0708008
-0.0384521	-0.0671387
-0.00457764	-0.0650024
0.0469971	-0.0634766
0.0814819	-0.0622559
0.116272	-0.06073
0.128479	-0.0604248
0.0930786	-0.0640869
0.0622559	-0.0732422
0.00213623	-0.0872803
-0.0714111	-0.102539
-0.0991821	-0.116882
-0.124207	-0.1297
-0.105896	-0.138245
-0.0491333	-0.139771
-0.00793457	-0.130005
0.038147	-0.105896
0.0674438	-0.0640869
0.0537109	-0.00152588
0.0375366	0.0814819
0.0109863	0.18219
-0.0198364	0.298767
-0.03479	0.428772
-0.0341797	0.568237
-0.0296021	0.709229
-0.0314331	0.838013
-0.0189209	0.943909
0.00549316	1.02325
0.00823975	1.07208
-0.00366211	1.08368
-0.000610352	1.05469
0.00640869	0.985413
-0.00701904	0.880737
0.0128174	0.74646
0.0793457	0.588379
0.0759888	0.416565
0.00457764	0.243835
-0.0137329	0.0817871
-0.0228882	-0.0610352
-0.0616455	-0.180054
-0.13855	-0.270691
-0.296936	-0.331726
-0.393982	-0.364075
-0.293579	-0.371094
-0.0180054	-0.358887
0.489197	-0.332031
0.923157	-0.293884
0.895081	-0.250244
0.554199	-0.206299
0.191345	-0.166931
-0.157166	-0.133972
-0.460205	-0.108337
-0.674438	-0.0894165
-0.748901	-0.0747681
-0.677185	-0.0637817
-0.531921	-0.057373
-0.357056	-0.0549316
-0.0772095	-0.0552368
0.239258	-0.0570679
0.487671	-0.0592041
0.639954	-0.0622559
0.695496	-0.0650024
0.643311	-0.067749
0.43335	-0.0701904
0.104065	-0.0720215
-0.260925	-0.0732422
-0.527954	-0.072937
-0.614319	-0.0720215
-0.569763	-0.0704956
-0.427551	-0.0683594
-0.189819	-0.0650024
0.117188	-0.0601196
0.344238	-0.0546265
0.391846	-0.0491333
0.376282	-0.0448608
0.335083	-0.0424194
0.197754	-0.0411987
-0.0100708	-0.0411987
-0.173035	-0.0424194
-0.21759	-0.0445557
-0.205688	-0.0457764
-0.176697	-0.0460815
-0.133667	-0.0454712
-0.0830078	-0.0439453
0.0299072	-0.0415039
0.112	-0.0393677
0.105591	-0.0372314
0.0869751	-0.0344849
0.0970459	-0.0317383
0.0897217	-0.0289917
0.0421143	-0.0262451
-0.0457764	-0.0234985
-0.10437	-0.0210571
-0.098877	-0.0195313
-0.0543213	-0.0180054
-0.0131226	-0.0167847
0.00488281	-0.0152588
0.00946045	-0.0131226
0.0131226	-0.0109863
-0.00488281	-0.00976563
0.022583	-0.0088501
0.0631714	-0.00640869
0.055542	-0.00366211
0.0616455	0
0.0482178	0.00366211
0.00854492	0.00671387
-0.0128174	0.00854492
-0.0448608	0.010376
-0.0952148	0.0128174
-0.0982666	0.0158691
-0.0689697	0.0189209
-0.0332642	0.0204468
-0.020752	0.0198364
-0.0146484	0.0186157
-0.0128174	0.0183105
-0.0299072	0.0192261
0.00183105	0.0216675
0.055542	0.0247192
0.0753784	0.0283813
0.111084	0.032959
0.111694	0.0378418
0.0619507	0.0442505
0.0167847	0.0515747
-0.0177002	0.0588989
-0.0491333	0.0653076
-0.0848389	0.0717163
-0.0772095	0.0784302
-0.0494385	0.0845337
-0.0436401	0.0900269
-0.0128174	0.09552
0.0296021	0.102234
0.00701904	0.109253
0.0204468	0.116577
0.0497437	0.122681
0.0323486	0.126343
0.017395	0.127869
0.00305176	0.129089
0.0134277	0.130005
0.00488281	0.130005
-0.0177002	0.129395
-0.0335693	0.128174
-0.0259399	0.127563
0.00518799	0.128174
0.00915527	0.13092
-0.0125122	0.134277
-0.00396729	0.13855
0.0314331	0.142822
0.0183105	0.147095
-0.0338745	0.150757
-0.0170898	0.153198
0.0344849	0.154419
0.0271606	0.153503
-0.0170898	0.150146
-0.00915527	0.145569
0.0216675	0.140076
0.0125122	0.133667
-0.0213623	0.126953
-0.0292969	0.119934
-0.0195313	0.11322
0.00823975	0.106506
0.0137329	0.0994873
-0.0109863	0.0915527
-0.0228882	0.0836182
0.0012207	0.0759888
0.0231934	0.0680542
-0.0183105	0.0592041
-0.0308228	0.0500488
0.0186157	0.0415039
0.0363159	0.0332642
0.0170898	0.0256348
-0.0134277	0.0180054
-0.00793457	0.0109863
0.00640869	0.00457764
0.00457764	-0.00152588
-0.00274658	-0.00732422
-0.0216675	-0.0125122
0.00366211	-0.0177002
0.0299072	-0.0219727
-0.015564	-0.0259399
-0.0769043	-0.0296021
-0.067749	-0.0344849
0.00366211	-0.0408936
0.0314331	-0.0479126
0.0265503	-0.0540161
0.022583	-0.0592041
0.0241089	-0.0631714
0.0253296	-0.0662231
0.00701904	-0.0689697
-0.0820923	-0.071106
-0.143127	-0.0723267
0.152283	-0.0717163
0.578613	-0.0680542
0.508423	-0.0616455
0.127258	-0.0546265
-0.20752	-0.0500488
-0.554199	-0.0479126
-0.734558	-0.0463867
-0.636902	-0.0445557
-0.356445	-0.0442505
-0.0247192	-0.0460815
0.256348	-0.0488281
0.454102	-0.0518799
0.507813	-0.0546265
0.46051	-0.0561523
0.389709	-0.0558472
0.249634	-0.0540161
0.0219727	-0.050354
-0.194092	-0.0457764
-0.310974	-0.0415039
-0.343323	-0.0375366
-0.306396	-0.0323486
-0.198975	-0.0283813
-0.116882	-0.0271606
-0.0296021	-0.0280762
0.10376	-0.0289917
0.245972	-0.0292969
0.245361	-0.0296021
0.127258	-0.0314331
0.057373	-0.0332642
-0.0323486	-0.0338745
-0.0759888	-0.0338745
-0.126343	-0.0350952
-0.0967407	-0.0369263
-0.050354	-0.0387573
0.0125122	-0.0396729
0.038147	-0.0405884
-0.0088501	-0.0418091
-0.00793457	-0.043335
0.0213623	-0.0442505
0.067749	-0.0439453
0.0296021	-0.0418091
-0.00946045	-0.0384521
0.0338745	-0.0344849
0.0375366	-0.0292969
0.0115967	-0.0219727
-0.0418091	-0.0146484
-0.0552368	-0.00946045
-0.0247192	-0.00701904
-0.0320435	-0.00579834
-0.0637817	-0.00518799
-0.09552	-0.00549316
-0.0308228	-0.00671387
0.050354	-0.00854492
0.0598145	-0.0115967
0.0402832	-0.0161743
0.0543213	-0.0204468
0.0952148	-0.0228882
0.0668335	-0.0228882
-0.0140381	-0.0213623
-0.0485229	-0.0195313
-0.0222778	-0.0180054
-0.0189209	-0.0170898
-0.0430298	-0.0158691
-0.0601196	-0.0140381
-0.032959	-0.0125122
0.0384521	-0.012207
0.0665283	-0.0146484
0.0372314	-0.0189209
0.00518799	-0.0234985
0.0408936	-0.027771
0.0582886	-0.0323486
-0.00274658	-0.0369263
-0.039978	-0.0402832
-0.0457764	-0.0427246
-0.0195313	-0.0442505
-0.039978	-0.043335
-0.0598145	-0.0408936
-0.0411987	-0.0375366
-0.00518799	-0.0338745
0.0241089	-0.0299072
0.0125122	-0.0256348
0.0195313	-0.0216675
0.0308228	-0.0186157
0.0228882	-0.0164795
-0.00946045	-0.0161743
-0.0326538	-0.017395
-0.017395	-0.0195313
-0.0012207	-0.0210571
-0.0125122	-0.0219727
-0.0256348	-0.0216675
-0.00762939	-0.0201416
0.0341797	-0.0177002
0.0588989	-0.0140381
0.0527954	-0.0088501
0.0384521	-0.00427246
0.0320435	-0.0012207
0.00274658	0.000915527
-0.0424194	0.000915527
-0.0613403	-0.00274658
-0.0546265	-0.0100708
-0.0387573	-0.0186157
-0.0268555	-0.0271606
-0.00244141	-0.0350952
0.0283813	-0.0418091
0.0375366	-0.0469971
0.03479	-0.0497437
0.0262451	-0.0491333
0.0228882	-0.0454712
0.0253296	-0.0390625
0.00854492	-0.0323486
-0.000915527	-0.0253296
-0.00610352	-0.0189209
-0.0140381	-0.0134277
-0.0283813	-0.00976563
-0.045166	-0.00793457
-0.0387573	-0.00762939
-0.0411987	-0.00762939
-0.0384521	-0.00762939
-0.0350952	-0.00762939
-0.000305176	-0.00762939
0.0280762	-0.00762939
0.0646973	-0.00762939
0.0762939	-0.00671387
0.0820923	-0.00549316
0.0717163	-0.00518799
0.0363159	-0.00640869
-0.0100708	-0.00671387
-0.045166	-0.00518799
-0.055542	-0.00335693
-0.071106	-0.00274658
-0.0778198	-0.00274658
-0.0784302	-0.00183105
-0.0482178	0
-0.0128174	0.00183105
0.0253296	0.00244141
0.0482178	0.00213623
0.0765991	0.000915527
0.0683594	-0.00183105
0.0521851	-0.00427246
0.0195313	-0.00579834
0.00457764	-0.00732422
-0.0372314	-0.00946045
-0.0622559	-0.0115967
-0.0823975	-0.012207
-0.0497437	-0.0112915
-0.00854492	-0.00946045
0.0131226	-0.00732422
0.00335693	-0.00579834
0.0161743	-0.00549316
0.0308228	-0.00579834
0.0112915	-0.00671387
-0.00854492	-0.00762939
0.0198364	-0.00854492
0.0549316	-0.00946045
0.0244141	-0.00976563
0.0177002	-0.00976563
0.0320435	-0.00946045
0.0360107	-0.00854492
-0.0183105	-0.00671387
-0.0140381	-0.00366211
0.00854492	0.000915527
0.00946045	0.00671387
-0.0421143	0.0131226
-0.0259399	0.020752
-0.00793457	0.0271606
-0.0195313	0.0320435
-0.0543213	0.0372314
-0.0311279	0.0445557
-0.00152588	0.0515747
0.0012207	0.0570679
0.00427246	0.0601196
0.0332642	0.0613403
0.0354004	0.0622559
0.0170898	0.062561
-0.00457764	0.0622559
-0.00549316	0.062561
-0.03479	0.0634766
-0.0476074	0.0650024
-0.032959	0.0665283
0.0259399	0.0686646
0.0335693	0.072937
0.0317383	0.0793457
0.0292969	0.0854492
0.0335693	0.0894165
0.0280762	0.0921631
-0.0317383	0.0946045
-0.0445557	0.0967407
-0.0463867	0.0976563
-0.0134277	0.0967407
-0.010376	0.093689
-0.0177002	0.0888062
0.00823975	0.0827026
0.0274658	0.0759888
0.0454712	0.0695801
0.00488281	0.0643921
-0.0439453	0.0595093
-0.0402832	0.055542
-0.00854492	0.0515747
0.0250244	0.0460815
0.0112915	0.0396729
0.017395	0.0335693
0.0479126	0.0280762
0.0604248	0.0234985
0.0387573	0.0192261
-0.0177002	0.0146484
-0.0418091	0.0106812
-0.0302124	0.00762939
-0.0149536	0.00305176
-0.0186157	-0.00305176
-0.0390625	-0.0088501
-0.027771	-0.0140381
0.0198364	-0.0186157
0.0259399	-0.0238037
0.00457764	-0.0296021
-0.0320435	-0.0350952
-0.012207	-0.0390625
0.0354004	-0.0405884
0.0457764	-0.0405884
0.0231934	-0.0405884
-0.00366211	-0.0396729
0.00701904	-0.0378418
0.0170898	-0.0350952
-0.0161743	-0.0326538
-0.0619507	-0.0305176
-0.0866699	-0.0296021
-0.0613403	-0.0302124
-0.0119019	-0.0314331
0.00762939	-0.0326538
0.0219727	-0.0335693
0.0515747	-0.0350952
0.078125	-0.0387573
0.0720215	-0.045166
0.0299072	-0.0543213
-0.0119019	-0.0646973
-0.020752	-0.0762939
-0.0167847	-0.0878906
-0.0149536	-0.0952148
-0.0183105	-0.0927734
-0.00823975	-0.0778198
0.00305176	-0.0488281
0.00549316	-0.00396729
0.0119019	0.0595093
0.0146484	0.142517
-0.00152588	0.24231
-0.00213623	0.357361
0.00518799	0.487061
0.0177002	0.626526
0.017395	0.766296
-0.0222778	0.89386
-0.0323486	1.00128
-0.0488281	1.08246
-0.038147	1.13007
-0.038147	1.13831
-0.0439453	1.10474
0.0152588	1.02997
0.06073	0.916443
0.0897217	0.769958
0.0418091	0.59906
-0.0161743	0.41626
-0.0308228	0.235596
-0.0521851	0.0701904
-0.0564575	-0.071106
-0.154724	-0.183105
-0.308838	-0.263367
-0.29541	-0.312805
-0.0906372	-0.333557
0.271301	-0.330811
0.66925	-0.308838
0.840149	-0.272522
0.647888	-0.227966
0.248413	-0.1828
-0.172424	-0.142822
-0.559998	-0.110474
-0.791626	-0.085144
-0.811157	-0.0665283
-0.660095	-0.0537109
-0.386047	-0.0448608
-0.0546265	-0.0390625
0.285645	-0.0357056
0.600586	-0.0354004
0.781555	-0.0387573
0.753784	-0.0439453
0.502625	-0.0488281
0.156555	-0.0521851
-0.139465	-0.0531006
-0.356445	-0.0531006
-0.516052	-0.0521851
-0.624084	-0.0500488
-0.571899	-0.0476074
-0.351257	-0.0460815
-0.0808716	-0.045166
0.169067	-0.043335
0.374756	-0.039978
0.511169	-0.0363159
0.536804	-0.0338745
0.383301	-0.0323486
0.168762	-0.0314331
-0.0250244	-0.0308228
-0.177612	-0.0305176
-0.255737	-0.0296021
-0.27771	-0.027771
-0.233154	-0.0253296
-0.155945	-0.0228882
-0.109558	-0.0198364
-0.0332642	-0.0164795
0.0585938	-0.0134277
0.115967	-0.010376
0.116882	-0.00762939
0.0576782	-0.00427246
0.0460815	-0.00152588
0.0366211	-0.000305176
-0.0241089	-0.000305176
-0.0875854	-0.000610352
-0.101013	-0.0012207
-0.0292969	-0.00244141
0.0247192	-0.00366211
0.0137329	-0.00396729
0.043335	-0.00366211
0.1297	-0.00274658
0.0888062	-0.000915527
-0.0695801	0.0012207
-0.0881958	0.00274658
-0.0640869	0.00427246
-0.0549316	0.00640869
-0.0222778	0.00915527
0.0375366	0.012207
0.09552	0.0152588
0.136414	0.0183105
0.11322	0.0201416
0.0534058	0.0210571
-0.000610352	0.0216675
-0.0384521	0.0231934
-0.0720215	0.0256348
