Stethoscope	ECG
0.682068	-0.0558472
0.469971	-0.0527954
0.19043	-0.0497437
-0.100708	-0.0482178
-0.354614	-0.0479126
-0.500183	-0.0479126
-0.505066	-0.0473022
-0.420532	-0.0457764
-0.284119	-0.0445557
-0.0949097	-0.0439453
0.0827026	-0.0445557
0.233765	-0.0463867
0.296326	-0.0482178
0.287476	-0.0482178
0.259399	-0.0473022
0.165405	-0.0466919
0.012207	-0.0463867
-0.0946045	-0.045166
-0.146179	-0.0436401
-0.140076	-0.0408936
-0.123596	-0.0375366
-0.0765991	-0.0341797
0.00671387	-0.0308228
0.065918	-0.0268555
0.0561523	-0.0234985
0.0582886	-0.0231934
0.0637817	-0.0256348
0.038147	-0.0280762
-0.00305176	-0.0292969
-0.0247192	-0.0299072
-0.0390625	-0.0302124
-0.0695801	-0.0299072
-0.102234	-0.0283813
-0.0747681	-0.0259399
-0.0192261	-0.0228882
0.00579834	-0.0186157
0.0146484	-0.0131226
0.0469971	-0.00732422
0.0497437	-0.00183105
-0.000610352	0.00427246
-0.0244141	0.0109863
-0.00183105	0.0180054
-0.00610352	0.0241089
-0.0302124	0.0286865
-0.00671387	0.0311279
0.0308228	0.0332642
0.0253296	0.0366211
0.012207	0.0396729
0.0515747	0.0411987
0.0741577	0.043335
0.0369263	0.0473022
-0.0115967	0.0527954
-0.0338745	0.0579834
-0.0378418	0.0640869
-0.0512695	0.0701904
-0.0357056	0.0756836
0.0152588	0.0796509
0.0119019	0.0827026
-0.0149536	0.0845337
0.0112915	0.0857544
0.0460815	0.0860596
0.0280762	0.085144
0.0146484	0.0839233
0.0463867	0.0836182
0.0534058	0.0857544
0.00518799	0.0900269
-0.027771	0.0946045
-0.043335	0.0985718
-0.0842285	0.101624
-0.126648	0.105286
-0.090332	0.108948
-0.010376	0.11322
0.0262451	0.115967
0.045166	0.116272
0.088501	0.115051
0.121155	0.114441
0.0906372	0.114746
0.0354004	0.115967
0.0131226	0.115662
-0.0161743	0.112915
-0.0866699	0.107117
-0.125122	0.0997925
-0.102234	0.0918579
-0.067749	0.0839233
-0.0323486	0.0756836
0.0128174	0.067749
0.0732422	0.0613403
0.102844	0.0558472
0.0976563	0.0506592
0.0683594	0.0439453
0.0253296	0.0354004
-0.0201416	0.0256348
-0.0497437	0.015564
-0.0906372	0.00549316
-0.107422	-0.00396729
-0.0756836	-0.0131226
-0.0231934	-0.0228882
0.0134277	-0.032959
0.0280762	-0.0421143
0.0473022	-0.0482178
0.0784302	-0.0512695
0.0564575	-0.0509644
-0.0158691	-0.0488281
-0.0610352	-0.0473022
-0.0723267	-0.0463867
-0.125122	-0.0457764
0.0250244	-0.0469971
0.428772	-0.0509644
0.534973	-0.055542
0.247803	-0.0598145
-0.0549316	-0.0631714
-0.362854	-0.0653076
-0.606079	-0.0674438
-0.619812	-0.0689697
-0.43396	-0.0695801
-0.187988	-0.0704956
0.0408936	-0.0714111
0.269775	-0.071106
0.492249	-0.0695801
0.597839	-0.067749
0.550842	-0.0665283
0.368958	-0.0674438
0.155334	-0.0689697
-0.0524902	-0.0708008
-0.273438	-0.0720215
-0.439148	-0.0717163
-0.517273	-0.0704956
-0.458069	-0.0689697
-0.302734	-0.067749
-0.202942	-0.0668335
0.017395	-0.0656128
0.333252	-0.0650024
0.515442	-0.0653076
0.498047	-0.065918
0.349731	-0.0665283
0.114746	-0.0671387
-0.0878906	-0.0680542
-0.218811	-0.0689697
-0.273743	-0.067749
-0.295105	-0.0640869
-0.275879	-0.0588989
-0.147705	-0.0543213
0.012207	-0.0512695
0.169373	-0.0494385
0.21698	-0.0479126
0.1651	-0.0466919
0.0888062	-0.0460815
0.0192261	-0.0466919
0.000305176	-0.0491333
-0.0415039	-0.0527954
-0.0762939	-0.0564575
-0.0646973	-0.0585938
-0.0442505	-0.0582886
-0.0088501	-0.0552368
-0.0302124	-0.0506592
-0.0439453	-0.0469971
-0.0241089	-0.0442505
0.0125122	-0.0424194
0.0354004	-0.0418091
0.0326538	-0.0418091
0.0592041	-0.0424194
0.0814819	-0.0418091
0.0842285	-0.0418091
0.0354004	-0.0436401
0.00640869	-0.0466919
-0.0299072	-0.0497437
-0.0549316	-0.0521851
-0.0756836	-0.0531006
-0.0793457	-0.0521851
-0.038147	-0.0515747
-0.00793457	-0.0515747
-0.00610352	-0.0531006
-0.0247192	-0.055542
-0.0164795	-0.0582886
0.0244141	-0.0601196
0.0234985	-0.0610352
0.00152588	-0.0601196
-0.0112915	-0.0579834
0.022583	-0.0546265
0.0518799	-0.0500488
0.0283813	-0.0454712
0.0125122	-0.0405884
0.0338745	-0.0354004
0.0836182	-0.0302124
0.0509644	-0.0271606
-0.00549316	-0.0274658
-0.0488281	-0.0308228
-0.0244141	-0.0354004
-0.0210571	-0.0402832
-0.0466919	-0.0457764
-0.0723267	-0.0527954
-0.045166	-0.0598145
0.00854492	-0.0650024
0.0198364	-0.0665283
-0.00610352	-0.0634766
-0.0115967	-0.057373
0.0189209	-0.0515747
0.0180054	-0.0479126
-0.0128174	-0.0454712
-0.0418091	-0.0430298
-0.00213623	-0.0411987
0.038147	-0.0405884
0.0497437	-0.0418091
0.0595093	-0.0445557
0.0769043	-0.0476074
0.0762939	-0.050354
0.0524902	-0.0521851
-0.0338745	-0.0518799
-0.0958252	-0.050354
-0.129089	-0.0476074
-0.170593	-0.0439453
-0.149841	-0.0408936
-0.102234	-0.0402832
-0.0189209	-0.0405884
0.0683594	-0.0418091
0.105286	-0.043335
0.1297	-0.0457764
0.129089	-0.0488281
0.118103	-0.0518799
0.0686646	-0.0537109
0.0119019	-0.0546265
-0.0280762	-0.0540161
-0.0445557	-0.0521851
-0.0299072	-0.0479126
-0.0308228	-0.0415039
-0.0189209	-0.0354004
-0.00915527	-0.0317383
-0.00823975	-0.0311279
-0.0228882	-0.0314331
-0.0292969	-0.0323486
-0.0341797	-0.03479
-0.0268555	-0.0393677
-0.00213623	-0.0460815
-0.0106812	-0.0543213
-0.0140381	-0.062561
-0.0250244	-0.0683594
-0.010376	-0.0701904
0.00671387	-0.0680542
0.0219727	-0.0640869
0.0570679	-0.0595093
0.0674438	-0.055542
0.0695801	-0.0531006
0.0332642	-0.0512695
0.0180054	-0.0500488
0.0161743	-0.0482178
-0.0100708	-0.0473022
-0.0390625	-0.0469971
-0.0320435	-0.0473022
-0.0152588	-0.0469971
-0.0460815	-0.0439453
-0.0793457	-0.0384521
-0.0732422	-0.0314331
-0.0354004	-0.022583
-0.010376	-0.0125122
0.00152588	-0.00213623
0.0424194	0.00640869
0.0692749	0.012207
0.0579834	0.0152588
0.0283813	0.0177002
0.0204468	0.0192261
0.0146484	0.0198364
-0.00579834	0.0204468
-0.0238037	0.0219727
-0.0219727	0.0250244
0.00152588	0.0299072
0.0201416	0.0350952
-0.00335693	0.0408936
-0.0299072	0.0476074
-0.022583	0.0552368
-0.00213623	0.0631714
-0.00793457	0.0701904
-0.0268555	0.0756836
-0.0131226	0.0772095
0.0302124	0.0756836
0.0585938	0.0726318
0.0375366	0.0698853
0.00732422	0.0656128
-0.00762939	0.0598145
-0.0256348	0.0540161
-0.0488281	0.0482178
-0.078125	0.039978
-0.0698853	0.0299072
-0.0125122	0.0201416
0.0411987	0.0109863
0.0756836	0.00244141
0.067749	-0.00610352
0.043335	-0.0149536
0.00640869	-0.0238037
-0.0268555	-0.0314331
-0.0320435	-0.0375366
-0.0299072	-0.0415039
-0.000915527	-0.043335
0.0216675	-0.0430298
0.0454712	-0.0415039
0.0500488	-0.0387573
0.0378418	-0.0366211
0.0363159	-0.0363159
0.0131226	-0.038147
-0.00640869	-0.0424194
-0.0311279	-0.0479126
-0.0537109	-0.0537109
-0.090332	-0.0604248
-0.119324	-0.0674438
-0.0991821	-0.0741577
-0.0616455	-0.0799561
-0.0100708	-0.0839233
0.0418091	-0.0860596
0.090332	-0.0854492
0.116577	-0.0823975
0.0891113	-0.0772095
0.032959	-0.0714111
-0.0256348	-0.0662231
-0.0543213	-0.0631714
-0.0604248	-0.0622559
-0.0366211	-0.0619507
-0.00152588	-0.062561
0.0210571	-0.0656128
0.0366211	-0.0720215
0.0378418	-0.0823975
0.0341797	-0.0958252
0.0228882	-0.110779
0.00762939	-0.127258
-0.00579834	-0.142212
-0.00946045	-0.151367
-0.00152588	-0.151978
0.0149536	-0.139465
0.0320435	-0.109558
0.0289917	-0.06073
0.00640869	0.00762939
-0.0253296	0.0952148
-0.0283813	0.19989
-0.0262451	0.32196
-0.022583	0.460815
-0.0332642	0.610046
-0.039978	0.75592
-0.0186157	0.883179
-0.00244141	0.984802
0.00366211	1.05743
-0.0231934	1.09467
-0.0411987	1.09161
-0.0268555	1.04736
0.00976563	0.96283
0.0402832	0.840149
0.0439453	0.68573
0.0335693	0.510254
0.0369263	0.327454
0.0363159	0.150757
-0.00335693	-0.00946045
-0.050354	-0.144958
-0.0708008	-0.25116
-0.0466919	-0.325928
-0.158691	-0.368958
-0.314331	-0.384216
-0.290222	-0.376587
-0.0732422	-0.350647
0.355225	-0.312805
0.673828	-0.269165
0.696716	-0.226135
0.515747	-0.188599
0.274963	-0.159302
0.045166	-0.137939
-0.241699	-0.122986
-0.480347	-0.112915
-0.620422	-0.105896
-0.643005	-0.101929
-0.574646	-0.101013
-0.484619	-0.102539
-0.313721	-0.104675
-0.0326538	-0.106506
0.328369	-0.106506
0.678711	-0.10376
0.844421	-0.0985718
0.770569	-0.0927734
0.507507	-0.0875854
0.131836	-0.083313
-0.212097	-0.0787354
-0.489807	-0.0738525
-0.6604	-0.0698853
-0.644226	-0.0668335
-0.499573	-0.0668335
-0.21759	-0.0692749
0.0723267	-0.0723267
0.298462	-0.0747681
0.448914	-0.0772095
0.47821	-0.0787354
0.412598	-0.0796509
0.280151	-0.0784302
0.0869751	-0.0759888
-0.0906372	-0.0717163
-0.210876	-0.0665283
-0.26123	-0.0604248
-0.252075	-0.0543213
-0.209656	-0.0494385
-0.14679	-0.0466919
-0.0518799	-0.0448608
0.0488281	-0.0424194
0.104065	-0.039978
0.098877	-0.0390625
0.0784302	-0.039978
0.0494385	-0.0408936
0.0302124	-0.0418091
0.0131226	-0.0418091
-0.0192261	-0.0418091
-0.0259399	-0.0418091
0.000610352	-0.0411987
0.0250244	-0.0405884
0.0338745	-0.0402832
0.0125122	-0.0393677
-0.0143433	-0.0375366
-0.0231934	-0.0357056
-0.0228882	-0.0335693
-0.00976563	-0.0302124
-0.00823975	-0.0265503
-0.0283813	-0.0222778
-0.0418091	-0.0170898
-0.043335	-0.0112915
-0.0344849	-0.00640869
-0.0161743	-0.00183105
0.0100708	0.000915527
0.0247192	0.00183105
0.0296021	0.000915527
0.0274658	-0.000915527
0.0228882	-0.00396729
0.0106812	-0.00640869
0.0128174	-0.00823975
0.0088501	-0.0100708
0.0186157	-0.0115967
0.0369263	-0.0109863
0.0268555	-0.00793457
0	-0.00183105
-0.00457764	0.00640869
0.000915527	0.0161743
-0.00701904	0.0268555
-0.0411987	0.0360107
-0.0891113	0.0430298
-0.102539	0.0485229
-0.0579834	0.0543213
0.00915527	0.06073
0.0671387	0.0674438
0.085144	0.071106
0.0790405	0.0726318
0.0839233	0.0741577
0.0787354	0.0759888
0.0241089	0.0787354
-0.0125122	0.0814819
-0.0335693	0.0848389
-0.0360107	0.0878906
-0.0393677	0.0915527
-0.0772095	0.0958252
-0.106812	0.100403
-0.0799561	0.105286
-0.0247192	0.110474
0.00549316	0.114441
0.0238037	0.117798
0.0292969	0.12085
0.0671387	0.123596
0.108643	0.125122
0.0701904	0.126038
0.0161743	0.125732
-0.0210571	0.123596
-0.0640869	0.119629
-0.0683594	0.115356
-0.0650024	0.112
-0.0259399	0.109558
0.0494385	0.108032
0.0671387	0.107117
0.0411987	0.106812
0.00854492	0.106812
-0.0012207	0.106812
0.00762939	0.10437
-0.0204468	0.0994873
-0.0540161	0.0918579
-0.0350952	0.0808716
-0.00213623	0.0662231
0.00732422	0.0497437
-0.0228882	0.0323486
-0.0390625	0.0152588
0.00732422	-0.000610352
0.03479	-0.0140381
0.0341797	-0.0253296
0.0167847	-0.0341797
0.0177002	-0.0393677
0.0744629	-0.0418091
0.0704956	-0.0424194
0.0228882	-0.0427246
-0.0201416	-0.0442505
-0.0515747	-0.0469971
-0.0585938	-0.0500488
-0.0997925	-0.0531006
-0.0949097	-0.0564575
-0.045166	-0.0604248
-0.00427246	-0.0646973
0.0323486	-0.0686646
0.0640869	-0.0720215
0.0811768	-0.0750732
0.0787354	-0.0784302
0.0112915	-0.0817871
-0.0814819	-0.0857544
-0.171509	-0.0894165
-0.121155	-0.0924683
0.260925	-0.09552
0.52124	-0.0976563
0.335693	-0.0985718
0.0274658	-0.0979614
-0.30365	-0.0961304
-0.58136	-0.0930786
-0.622864	-0.0888062
-0.411682	-0.083313
-0.0878906	-0.0778198
0.164185	-0.0732422
0.301208	-0.0701904
0.36377	-0.0689697
0.37323	-0.0692749
0.337219	-0.0714111
0.224915	-0.0738525
0.100708	-0.0769043
-0.0149536	-0.0805664
-0.133972	-0.083313
-0.189819	-0.0848389
-0.237122	-0.0860596
-0.25238	-0.0848389
-0.211487	-0.0814819
-0.124512	-0.078125
0.00762939	-0.0756836
0.113525	-0.0738525
0.183716	-0.0723267
0.232544	-0.071106
0.216675	-0.0695801
0.140076	-0.0686646
0.0219727	-0.0674438
-0.109863	-0.0665283
-0.187378	-0.0650024
-0.195313	-0.0634766
-0.147705	-0.0619507
-0.0704956	-0.0601196
-0.00366211	-0.0579834
0.072937	-0.0561523
0.113831	-0.0549316
0.0817871	-0.0540161
0.0177002	-0.0534058
-0.0387573	-0.0524902
-0.0759888	-0.0506592
-0.0845337	-0.0494385
-0.050354	-0.0485229
0.00183105	-0.0469971
0.0537109	-0.045166
0.0906372	-0.0439453
0.0970459	-0.0448608
0.083313	-0.0473022
0.0521851	-0.0494385
0.00640869	-0.0509644
-0.0372314	-0.0512695
-0.0598145	-0.050354
-0.0671387	-0.0491333
-0.0680542	-0.0485229
-0.0671387	-0.0482178
-0.0549316	-0.0469971
-0.0268555	-0.0442505
0.00579834	-0.0415039
0.0231934	-0.0415039
0.0326538	-0.0442505
0.0665283	-0.0491333
0.0848389	-0.0546265
0.0546265	-0.0595093
0.0198364	-0.0628662
-0.0109863	-0.0656128
-0.0491333	-0.067749
-0.0726318	-0.0686646
-0.043335	-0.067749
0.00762939	-0.0650024
0.0247192	-0.0610352
0.032959	-0.055542
0.0592041	-0.0494385
0.0616455	-0.0442505
0.0332642	-0.0411987
0.0234985	-0.0396729
0.0164795	-0.0390625
-0.0280762	-0.0396729
-0.0683594	-0.0427246
-0.0686646	-0.0476074
-0.062561	-0.0518799
-0.0656128	-0.055542
-0.0387573	-0.057373
0.00915527	-0.0582886
0.0256348	-0.0576782
0.0244141	-0.0561523
0.0473022	-0.0543213
0.0561523	-0.0512695
0.0256348	-0.0476074
0.00396729	-0.043335
0.0143433	-0.0390625
0.00579834	-0.0354004
-0.032959	-0.032959
-0.0415039	-0.0314331
-0.0238037	-0.0292969
-0.0219727	-0.027771
-0.0415039	-0.0253296
-0.0210571	-0.0234985
0.017395	-0.0253296
0.00701904	-0.0320435
-0.00610352	-0.0408936
0.00244141	-0.0497437
-0.00488281	-0.0579834
-0.00457764	-0.0653076
0.027771	-0.0720215
0.0534058	-0.0778198
0.0460815	-0.0823975
0.00854492	-0.0839233
0.00518799	-0.0820923
0.0119019	-0.0769043
-0.0149536	-0.0692749
-0.00671387	-0.0610352
0.00854492	-0.0537109
-0.00701904	-0.0485229
-0.0152588	-0.045166
-0.00549316	-0.0427246
0.0109863	-0.0421143
0.00274658	-0.0427246
-0.00854492	-0.0439453
0.0137329	-0.045166
0.00366211	-0.0460815
-0.0357056	-0.0457764
-0.0332642	-0.0439453
-0.0305176	-0.0418091
-0.0231934	-0.0396729
0.00854492	-0.0387573
0.0326538	-0.0390625
0.0350952	-0.0408936
0.0363159	-0.0436401
0.0326538	-0.0457764
0.00549316	-0.0473022
-0.0201416	-0.0466919
-0.0292969	-0.0445557
-0.0262451	-0.0402832
-0.0228882	-0.0332642
-0.020752	-0.0228882
-0.0109863	-0.0100708
-0.00518799	0.00274658
0.000610352	0.0146484
0.0143433	0.0259399
0.00579834	0.0369263
-0.00152588	0.0448608
0.0158691	0.0485229
0.00213623	0.0479126
-0.0131226	0.0439453
-0.00549316	0.0393677
-0.0195313	0.0350952
-0.0268555	0.0326538
0.00946045	0.0323486
0.0491333	0.0344849
0.0656128	0.0384521
0.0646973	0.0448608
0.0436401	0.0524902
0.00915527	0.0613403
-0.0357056	0.0698853
-0.0811768	0.0769043
-0.0961304	0.0817871
-0.0769043	0.0839233
-0.0485229	0.0830078
0.0012207	0.0793457
0.0631714	0.0735474
0.0823975	0.0668335
0.0772095	0.0582886
0.0695801	0.0473022
0.0326538	0.0357056
-0.0183105	0.0250244
-0.0463867	0.0152588
-0.0646973	0.00640869
-0.0732422	-0.00183105
-0.0506592	-0.00946045
-0.0280762	-0.0161743
-0.00793457	-0.0219727
0.0296021	-0.0268555
0.0558472	-0.0308228
0.065918	-0.0341797
0.0744629	-0.038147
0.0460815	-0.0424194
0.00457764	-0.0463867
-0.0210571	-0.0509644
-0.055542	-0.0564575
-0.0772095	-0.062561
-0.0723267	-0.0704956
-0.0708008	-0.078125
-0.0524902	-0.0839233
-0.015564	-0.0869751
0.0177002	-0.0881958
0.0570679	-0.0872803
0.0827026	-0.0860596
0.0823975	-0.0848389
0.0668335	-0.0827026
0.0335693	-0.0808716
-0.00640869	-0.0799561
-0.0366211	-0.0805664
-0.0585938	-0.0830078
-0.0662231	-0.0866699
-0.0631714	-0.0912476
-0.0421143	-0.0964355
-0.0119019	-0.101318
0.0158691	-0.104675
0.0390625	-0.106506
0.0491333	-0.107727
0.0488281	-0.109253
0.050354	-0.112305
0.0442505	-0.118103
0.0418091	-0.126648
0.0164795	-0.136414
-0.0140381	-0.144043
-0.0357056	-0.144653
-0.0485229	-0.133972
-0.0485229	-0.108948
-0.0314331	-0.067749
-0.00671387	-0.00762939
0.0219727	0.0723267
0.0454712	0.171204
0.0534058	0.288696
0.043335	0.423279
0.0131226	0.569763
-0.0241089	0.716858
-0.0494385	0.85083
-0.0640869	0.963135
-0.0674438	1.04797
-0.0634766	1.09894
-0.0488281	1.10992
-0.0219727	1.07605
0.0158691	0.996399
0.0613403	0.875854
0.0827026	0.722351
0.071106	0.545349
0.0366211	0.356445
-0.0247192	0.170593
-0.093689	-0.000305176
-0.139771	-0.14679
-0.219727	-0.261536
-0.323792	-0.340576
-0.260315	-0.384216
0.0161743	-0.396423
0.444641	-0.381165
0.820618	-0.345764
0.860291	-0.298462
0.52887	-0.247498
0.0454712	-0.19928
-0.359192	-0.158386
-0.626526	-0.127563
-0.742493	-0.107422
-0.68634	-0.0964355
-0.531006	-0.0930786
-0.315552	-0.0942993
-0.0717163	-0.098877
0.19989	-0.105896
0.49408	-0.114136
0.713806	-0.12085
0.808105	-0.124207
0.752258	-0.123596
0.484924	-0.119934
0.0497437	-0.114746
-0.415649	-0.108948
-0.766907	-0.103149
-0.909119	-0.0976563
-0.823669	-0.0927734
-0.567322	-0.088501
-0.220642	-0.0845337
0.141602	-0.0814819
0.450134	-0.0799561
0.648499	-0.0799561
0.709229	-0.0808716
0.606384	-0.0827026
0.373535	-0.0842285
0.0817871	-0.0842285
-0.197449	-0.0830078
-0.397644	-0.0817871
-0.464478	-0.0802612
-0.391846	-0.0784302
-0.231018	-0.0759888
-0.0613403	-0.0720215
0.0756836	-0.0656128
0.160828	-0.0579834
0.174255	-0.0512695
0.142822	-0.0473022
0.0891113	-0.045166
0.0299072	-0.0445557
-0.0170898	-0.045166
-0.0524902	-0.0485229
-0.0735474	-0.0531006
-0.0683594	-0.0564575
-0.0338745	-0.0579834
0	-0.0585938
0.010376	-0.0582886
-0.0100708	-0.0561523
-0.0354004	-0.0518799
-0.0512695	-0.0469971
-0.0463867	-0.0415039
0.00610352	-0.0350952
0.0799561	-0.0283813
0.122986	-0.0219727
0.115662	-0.0164795
0.0787354	-0.0131226
0.0241089	-0.0119019
-0.022583	-0.0128174
-0.0390625	-0.0146484
-0.0424194	-0.0161743
-0.0622559	-0.0161743
-0.0741577	-0.0149536
-0.0579834	-0.0137329
-0.0271606	-0.0128174
0.0387573	-0.0115967
0.0976563	-0.00946045
0.0912476	-0.00457764
0.0482178	0.00305176
-0.0338745	0.0128174
-0.0946045	0.0228882
-0.115662	0.0314331
-0.0900269	0.0387573
-0.0411987	0.0445557
0.0131226	0.0497437
0.0509644	0.0540161
0.0695801	0.0570679
0.0756836	0.0592041
0.0512695	0.0610352
0.0308228	0.0634766
0.00244141	0.0668335
-0.0289917	0.0720215
-0.0454712	0.0796509
-0.0613403	0.0875854
-0.0421143	0.0946045
-0.022583	0.101624
-0.00488281	0.108032
0.00793457	0.114136
0.00305176	0.119629
0.0146484	0.123596
0.0125122	0.125122
0.0140381	0.126038
0.0131226	0.126648
0.0216675	0.126343
0.0283813	0.126343
0.00946045	0.126953
-0.00610352	0.128174
-0.0326538	0.1297
-0.0430298	0.131226
-0.0436401	0.131836
-0.0222778	0.131836
0.00976563	0.131836
0.0241089	0.131531
0.0512695	0.13092
0.0744629	0.130005
0.0991821	0.129089
0.0860596	0.127563
0.0430298	0.125427
-0.0012207	0.122986
-0.0512695	0.120239
-0.0732422	0.116882
-0.0897217	0.112
-0.0820923	0.105591
-0.0585938	0.0991821
-0.0427246	0.0915527
-0.0149536	0.0830078
0.0112915	0.0738525
0.0506592	0.0637817
0.0698853	0.0537109
0.0610352	0.0424194
0.0405884	0.0299072
0.00823975	0.0167847
-0.0140381	0.00396729
-0.0427246	-0.00823975
-0.0543213	-0.0204468
-0.0570679	-0.0317383
-0.055542	-0.0418091
-0.0344849	-0.0497437
-0.0125122	-0.0552368
0.0183105	-0.0598145
0.0375366	-0.0631714
0.0439453	-0.0646973
0.0424194	-0.0656128
0.0311279	-0.0665283
0.0259399	-0.067749
0.00915527	-0.0692749
-0.0088501	-0.0717163
-0.0213623	-0.0750732
-0.0167847	-0.0796509
0.0012207	-0.0839233
0.0088501	-0.0872803
0.0158691	-0.0888062
-0.00579834	-0.0891113
-0.0323486	-0.088501
-0.020752	-0.0881958
-0.0384521	-0.0881958
-0.110168	-0.0878906
-0.0616455	-0.0878906
0.269165	-0.0881958
0.527649	-0.0891113
0.379333	-0.090332
0.083313	-0.0918579
-0.275269	-0.093689
-0.608826	-0.09552
-0.655518	-0.0958252
-0.431519	-0.0939941
-0.125122	-0.0906372
0.14801	-0.0875854
0.340271	-0.0860596
0.414734	-0.0854492
0.393982	-0.0857544
0.2948	-0.0863647
0.141602	-0.0860596
-0.0152588	-0.085144
-0.139465	-0.0839233
-0.203247	-0.0817871
-0.221252	-0.0811768
-0.194092	-0.0827026
-0.142212	-0.0842285
-0.0799561	-0.0848389
-0.0308228	-0.0842285
0.00579834	-0.0836182
0.038147	-0.0839233
0.0634766	-0.085144
0.0732422	-0.0863647
0.0765991	-0.0860596
0.0775146	-0.0836182
0.0765991	-0.0784302
0.0619507	-0.0708008
0.0445557	-0.0631714
0.0271606	-0.057373
0.00244141	-0.0537109
-0.0393677	-0.0515747
-0.0720215	-0.050354
-0.0750732	-0.0518799
-0.0640869	-0.0558472
-0.0360107	-0.0616455
-0.000915527	-0.0683594
0.0341797	-0.0753784
0.0671387	-0.0814819
0.0778198	-0.0860596
0.0671387	-0.0891113
0.0442505	-0.0900269
0.0134277	-0.0897217
-0.0271606	-0.0878906
-0.0558472	-0.0845337
-0.078125	-0.0796509
-0.0915527	-0.0738525
-0.0888062	-0.0668335
-0.06073	-0.0598145
-0.0134277	-0.0552368
0.0491333	-0.0537109
0.101013	-0.0537109
0.108948	-0.0543213
0.0772095	-0.0558472
0.0289917	-0.0595093
-0.0161743	-0.0646973
-0.06073	-0.0695801
-0.0787354	-0.0735474
-0.0695801	-0.0765991
-0.0424194	-0.0790405
-0.017395	-0.0790405
0.00366211	-0.0775146
0.0292969	-0.0750732
0.0439453	-0.0723267
0.045166	-0.0692749
0.0405884	-0.0668335
0.0274658	-0.0643921
0.0106812	-0.0622559
-0.00183105	-0.0595093
-0.0109863	-0.0570679
-0.0170898	-0.0558472
-0.0265503	-0.0549316
-0.0357056	-0.055542
-0.0344849	-0.0576782
-0.0253296	-0.0604248
-0.0146484	-0.0628662
0.00183105	-0.0634766
0.0164795	-0.0631714
0.0396729	-0.0640869
0.0534058	-0.0668335
0.0482178	-0.0695801
0.0231934	-0.0704956
-0.00579834	-0.0698853
-0.0289917	-0.0683594
-0.0582886	-0.0674438
-0.0830078	-0.0680542
-0.0802612	-0.0692749
-0.0430298	-0.0714111
0.0158691	-0.072937
0.0637817	-0.0735474
0.085144	-0.072937
0.0805664	-0.0714111
0.0570679	-0.0686646
0.0137329	-0.0643921
-0.0317383	-0.0601196
-0.0680542	-0.0579834
-0.0814819	-0.0579834
-0.0640869	-0.0585938
-0.0201416	-0.0588989
0.0271606	-0.0598145
0.0570679	-0.06073
0.0619507	-0.0619507
0.0497437	-0.0631714
0.0280762	-0.0646973
0.00244141	-0.0656128
-0.0164795	-0.0646973
-0.0305176	-0.062561
-0.0411987	-0.0595093
-0.0421143	-0.0570679
-0.0299072	-0.0546265
-0.017395	-0.0512695
-0.00732422	-0.0466919
0.00640869	-0.0436401
0.0164795	-0.043335
0.0183105	-0.0448608
0.0143433	-0.0457764
0.017395	-0.045166
0.0189209	-0.0430298
0.010376	-0.0402832
-0.00305176	-0.0366211
-0.0131226	-0.0320435
-0.0106812	-0.0256348
-0.00793457	-0.017395
-0.0106812	-0.00762939
-0.00610352	0.00305176
0.00335693	0.0143433
0.00854492	0.0250244
0.0161743	0.0341797
0.0198364	0.0411987
0.0119019	0.0476074
-0.00244141	0.0546265
-0.0201416	0.0622559
-0.0320435	0.0704956
-0.0283813	0.0793457
-0.00610352	0.0863647
0.0140381	0.0915527
0.0228882	0.0946045
0.0201416	0.0964355
0.0137329	0.0964355
0.00610352	0.0939941
-0.00396729	0.0891113
-0.00793457	0.0820923
-0.00488281	0.0726318
-0.0012207	0.0622559
0.0012207	0.0509644
-0.000610352	0.0393677
-0.00183105	0.0299072
-0.00305176	0.0231934
-0.00457764	0.0180054
-0.0128174	0.0128174
-0.0140381	0.00579834
-0.00640869	-0.00488281
0.00793457	-0.017395
0.0189209	-0.0286865
0.0161743	-0.0384521
0.00610352	-0.0473022
-0.000305176	-0.0564575
-0.00335693	-0.065918
-0.00366211	-0.0750732
-0.00488281	-0.083313
-0.00671387	-0.090332
-0.0088501	-0.09552
-0.00915527	-0.0982666
-0.00610352	-0.0997925
-0.00457764	-0.100098
-0.00640869	-0.100708
0.000915527	-0.102234
0.00976563	-0.10437
0.012207	-0.106506
0.0088501	-0.107727
0.00732422	-0.108337
0.00915527	-0.108337
0.0109863	-0.108032
0.00335693	-0.106201
0	-0.10376
0.00213623	-0.101929
-0.00640869	-0.100708
-0.0158691	-0.098877
-0.0146484	-0.0958252
-0.0131226	-0.0939941
-0.0198364	-0.0958252
-0.0265503	-0.100708
-0.0332642	-0.108337
-0.0387573	-0.119019
-0.0268555	-0.133057
0.00213623	-0.150452
0.032959	-0.168762
0.0524902	-0.185242
0.0579834	-0.197144
0.0537109	-0.200195
0.0454712	-0.19043
0.0354004	-0.164185
0.0210571	-0.119934
-0.00671387	-0.0552368
-0.0405884	0.0305176
-0.0640869	0.134583
-0.0653076	0.254517
-0.0393677	0.388794
0	0.535889
0.0344849	0.68634
0.0634766	0.82489
0.067749	0.940857
0.0515747	1.02783
0.0238037	1.08002
-0.0119019	1.09375
-0.0375366	1.06476
-0.0524902	0.992126
-0.0646973	0.879211
-0.0646973	0.732727
-0.0378418	0.561218
