L I	L III	L II(Calc.)
0.139465	-0.0686646	0.0708008
0.136719	-0.0640869	0.0726318
0.133667	-0.0598145	0.0738525
0.131226	-0.0561523	0.0750732
0.130005	-0.0531006	0.0769043
0.130005	-0.0512695	0.0787354
0.130005	-0.0509644	0.0790405
0.130005	-0.0521851	0.0778198
0.129395	-0.0534058	0.0759888
0.128784	-0.0540161	0.0747681
0.127869	-0.0531006	0.0747681
0.125732	-0.0500488	0.0756836
0.12207	-0.0457764	0.0762939
0.117798	-0.0411987	0.0765991
0.114441	-0.0369263	0.0775146
0.111389	-0.0317383	0.0796509
0.107117	-0.0247192	0.0823975
0.101624	-0.0158691	0.0857544
0.0952148	-0.00732422	0.0878906
0.088501	0	0.088501
0.0814819	0.00640869	0.0878906
0.0738525	0.0115967	0.0854492
0.0656128	0.0152588	0.0808716
0.0567627	0.0189209	0.0756836
0.0476074	0.0219727	0.0695801
0.038147	0.0250244	0.0631714
0.0292969	0.0271606	0.0564575
0.0222778	0.0262451	0.0485229
0.0167847	0.0241089	0.0408936
0.0112915	0.0228882	0.0341797
0.00457764	0.022583	0.0271606
-0.00335693	0.0231934	0.0198364
-0.0112915	0.0241089	0.0128174
-0.0186157	0.0247192	0.00610352
-0.0265503	0.0247192	-0.00183105
-0.0354004	0.0250244	-0.010376
-0.0445557	0.0256348	-0.0189209
-0.0534058	0.0259399	-0.0274658
-0.0604248	0.0250244	-0.0354004
-0.065918	0.0228882	-0.0430298
-0.0689697	0.0198364	-0.0491333
-0.0701904	0.0164795	-0.0537109
-0.0701904	0.0134277	-0.0567627
-0.0695801	0.0112915	-0.0582886
-0.0695801	0.0100708	-0.0595093
-0.0704956	0.010376	-0.0601196
-0.0717163	0.0106812	-0.0610352
-0.0735474	0.0112915	-0.0622559
-0.0759888	0.0125122	-0.0634766
-0.0775146	0.0137329	-0.0637817
-0.078125	0.0146484	-0.0634766
-0.0778198	0.0149536	-0.0628662
-0.0778198	0.0149536	-0.0628662
-0.0784302	0.0134277	-0.0650024
-0.0775146	0.0109863	-0.0665283
-0.0747681	0.00823975	-0.0665283
-0.0701904	0.00549316	-0.0646973
-0.0653076	0.00213623	-0.0631714
-0.06073	-0.000915527	-0.0616455
-0.057373	-0.00305176	-0.0604248
-0.0549316	-0.00427246	-0.0592041
-0.0531006	-0.00610352	-0.0592041
-0.0527954	-0.00732422	-0.0601196
-0.0537109	-0.00610352	-0.0598145
-0.055542	-0.00335693	-0.0588989
-0.0582886	-0.000610352	-0.0588989
-0.0616455	0.00213623	-0.0595093
-0.0653076	0.00549316	-0.0598145
-0.0692749	0.0088501	-0.0604248
-0.0726318	0.0115967	-0.0610352
-0.0747681	0.0140381	-0.06073
-0.0750732	0.0152588	-0.0598145
-0.0741577	0.0161743	-0.0579834
-0.0717163	0.0152588	-0.0564575
-0.0683594	0.0115967	-0.0567627
-0.0643921	0.00671387	-0.0576782
-0.06073	0.00183105	-0.0588989
-0.0585938	-0.00213623	-0.06073
-0.0576782	-0.00488281	-0.062561
-0.0576782	-0.00701904	-0.0646973
-0.0570679	-0.00854492	-0.0656128
-0.0561523	-0.0100708	-0.0662231
-0.0552368	-0.00946045	-0.0646973
-0.0549316	-0.00732422	-0.0622559
-0.0552368	-0.00518799	-0.0604248
-0.0546265	-0.00427246	-0.0588989
-0.0527954	-0.00427246	-0.0570679
-0.0500488	-0.00427246	-0.0543213
-0.0479126	-0.00396729	-0.0518799
-0.0466919	-0.00335693	-0.0500488
-0.0466919	-0.00274658	-0.0494385
-0.0463867	-0.00274658	-0.0491333
-0.0454712	-0.00396729	-0.0494385
-0.0436401	-0.00549316	-0.0491333
-0.0418091	-0.00671387	-0.0485229
-0.039978	-0.00701904	-0.0469971
-0.038147	-0.00610352	-0.0442505
-0.0363159	-0.00579834	-0.0421143
-0.0338745	-0.00701904	-0.0408936
-0.0311279	-0.0088501	-0.039978
-0.0280762	-0.0112915	-0.0393677
-0.0262451	-0.0137329	-0.039978
-0.0253296	-0.0161743	-0.0415039
-0.0256348	-0.0186157	-0.0442505
-0.0271606	-0.020752	-0.0479126
-0.0299072	-0.0210571	-0.0509644
-0.0326538	-0.0189209	-0.0515747
-0.03479	-0.0167847	-0.0515747
-0.0369263	-0.0149536	-0.0518799
-0.0393677	-0.0119019	-0.0512695
-0.0415039	-0.0088501	-0.050354
-0.0442505	-0.00549316	-0.0497437
-0.0476074	-0.00274658	-0.050354
-0.0506592	-0.000610352	-0.0512695
-0.0534058	0.000915527	-0.0524902
-0.055542	0.0012207	-0.0543213
-0.057373	-0.000305176	-0.0576782
-0.057373	-0.00305176	-0.0604248
-0.0564575	-0.00579834	-0.0622559
-0.0549316	-0.00762939	-0.062561
-0.0534058	-0.00854492	-0.0619507
-0.0506592	-0.00946045	-0.0601196
-0.0466919	-0.0106812	-0.057373
-0.0427246	-0.0115967	-0.0543213
-0.0402832	-0.0112915	-0.0515747
-0.0408936	-0.00854492	-0.0494385
-0.0427246	-0.00396729	-0.0466919
-0.0442505	-0.000610352	-0.0448608
-0.0454712	0.000915527	-0.0445557
-0.0473022	0.00152588	-0.0457764
-0.0491333	0.00244141	-0.0466919
-0.0512695	0.00457764	-0.0466919
-0.0527954	0.00671387	-0.0460815
-0.0524902	0.00701904	-0.0454712
-0.0509644	0.00549316	-0.0454712
-0.0494385	0.00396729	-0.0454712
-0.0479126	0.00335693	-0.0445557
-0.0457764	0.00274658	-0.0430298
-0.0442505	0.00213623	-0.0421143
-0.0436401	0.00183105	-0.0418091
-0.0439453	0.00213623	-0.0418091
-0.0445557	0.00274658	-0.0418091
-0.0454712	0.00335693	-0.0421143
-0.0463867	0.00335693	-0.0430298
-0.0469971	0.00335693	-0.0436401
-0.0469971	0.00244141	-0.0445557
-0.0463867	0.0012207	-0.045166
-0.0448608	0.000305176	-0.0445557
-0.0430298	-0.000610352	-0.0436401
-0.0415039	-0.00152588	-0.0430298
-0.0402832	-0.00274658	-0.0430298
-0.039978	-0.00274658	-0.0427246
-0.0393677	-0.00183105	-0.0411987
-0.038147	-0.0012207	-0.0393677
-0.0369263	-0.000305176	-0.0372314
-0.0363159	0.00183105	-0.0344849
-0.0369263	0.00457764	-0.0323486
-0.0384521	0.00640869	-0.0320435
-0.0402832	0.00640869	-0.0338745
-0.0418091	0.00579834	-0.0360107
-0.0424194	0.00488281	-0.0375366
-0.0427246	0.00427246	-0.0384521
-0.0430298	0.00335693	-0.0396729
-0.043335	0.00213623	-0.0411987
-0.0442505	0.000915527	-0.043335
-0.045166	0	-0.045166
-0.0445557	-0.00152588	-0.0460815
-0.0430298	-0.00244141	-0.0454712
-0.0411987	-0.00152588	-0.0427246
-0.0396729	0.000915527	-0.0387573
-0.0384521	0.00396729	-0.0344849
-0.038147	0.00640869	-0.0317383
-0.038147	0.00671387	-0.0314331
-0.0372314	0.00549316	-0.0317383
-0.0357056	0.00518799	-0.0305176
-0.0344849	0.00488281	-0.0296021
-0.0332642	0.00396729	-0.0292969
-0.032959	0.00274658	-0.0302124
-0.0335693	0	-0.0335693
-0.0332642	-0.00366211	-0.0369263
-0.032959	-0.00823975	-0.0411987
-0.0335693	-0.012207	-0.0457764
-0.0344849	-0.0146484	-0.0491333
-0.0357056	-0.015564	-0.0512695
-0.0369263	-0.0146484	-0.0515747
-0.038147	-0.0128174	-0.0509644
-0.0390625	-0.0109863	-0.0500488
-0.0396729	-0.0100708	-0.0497437
-0.0390625	-0.0100708	-0.0491333
-0.0369263	-0.00976563	-0.0466919
-0.032959	-0.00915527	-0.0421143
-0.0292969	-0.00762939	-0.0369263
-0.0274658	-0.00305176	-0.0305176
-0.0262451	0.00305176	-0.0231934
-0.0250244	0.00823975	-0.0167847
-0.0228882	0.0119019	-0.0109863
-0.0216675	0.0161743	-0.00549316
-0.0216675	0.0222778	0.000610352
-0.022583	0.0292969	0.00671387
-0.0241089	0.0354004	0.0112915
-0.0244141	0.0396729	0.0152588
-0.0216675	0.0408936	0.0192261
-0.0158691	0.0387573	0.0228882
-0.00732422	0.0341797	0.0268555
0.00244141	0.0280762	0.0305176
0.0134277	0.0213623	0.03479
0.0247192	0.0152588	0.039978
0.0357056	0.010376	0.0460815
0.0457764	0.00640869	0.0521851
0.0537109	0.00274658	0.0564575
0.0579834	0.000915527	0.0588989
0.0585938	0.0012207	0.0598145
0.055542	0.00305176	0.0585938
0.0500488	0.00549316	0.055542
0.0442505	0.00762939	0.0518799
0.0393677	0.00823975	0.0476074
0.0354004	0.00701904	0.0424194
0.0320435	0.00396729	0.0360107
0.0292969	0.000305176	0.0296021
0.0271606	-0.00335693	0.0238037
0.0262451	-0.00732422	0.0189209
0.0256348	-0.0115967	0.0140381
0.0253296	-0.0158691	0.00946045
0.0244141	-0.0198364	0.00457764
0.0222778	-0.0231934	-0.000915527
0.0183105	-0.0247192	-0.00640869
0.0131226	-0.0250244	-0.0119019
0.00671387	-0.0238037	-0.0170898
0	-0.0216675	-0.0216675
-0.00640869	-0.0204468	-0.0268555
-0.0128174	-0.0189209	-0.0317383
-0.0192261	-0.0161743	-0.0354004
-0.0259399	-0.0115967	-0.0375366
-0.0320435	-0.00823975	-0.0402832
-0.038147	-0.00701904	-0.045166
-0.0442505	-0.00640869	-0.0506592
-0.050354	-0.00671387	-0.0570679
-0.0561523	-0.00793457	-0.0640869
-0.0610352	-0.00946045	-0.0704956
-0.0653076	-0.0119019	-0.0772095
-0.0683594	-0.0152588	-0.0836182
-0.0701904	-0.0201416	-0.090332
-0.071106	-0.0247192	-0.0958252
-0.0708008	-0.0292969	-0.100098
-0.0695801	-0.0320435	-0.101624
-0.0671387	-0.032959	-0.100098
-0.0650024	-0.032959	-0.0979614
-0.0628662	-0.032959	-0.0958252
-0.0610352	-0.0323486	-0.0933838
-0.0610352	-0.0305176	-0.0915527
-0.062561	-0.0271606	-0.0897217
-0.0656128	-0.0231934	-0.0888062
-0.0686646	-0.0210571	-0.0897217
-0.0717163	-0.0219727	-0.093689
-0.0744629	-0.0262451	-0.100708
-0.0775146	-0.0344849	-0.112
-0.0805664	-0.0448608	-0.125427
-0.083313	-0.0552368	-0.13855
-0.0845337	-0.0628662	-0.1474
-0.0823975	-0.065918	-0.148315
-0.0741577	-0.0634766	-0.137634
-0.0576782	-0.0558472	-0.113525
-0.0314331	-0.0421143	-0.0735474
0.00335693	-0.0201416	-0.0167847
0.0457764	0.0112915	0.0570679
0.0964355	0.0506592	0.147095
0.155945	0.0961304	0.252075
0.223694	0.14679	0.370483
0.296326	0.201416	0.497742
0.368652	0.252686	0.621338
0.43457	0.291748	0.726318
0.489807	0.316162	0.805969
0.529175	0.328674	0.857849
0.549927	0.328369	0.878296
0.550232	0.3125	0.862732
0.528564	0.281372	0.809937
0.483093	0.238037	0.72113
0.414429	0.187988	0.602417
0.327454	0.133362	0.460815
0.229492	0.0765991	0.306091
0.1297	0.0213623	0.151062
0.0350952	-0.0280762	0.00701904
-0.0494385	-0.0689697	-0.118408
-0.119934	-0.100098	-0.220032
-0.17395	-0.121765	-0.295715
-0.209961	-0.134583	-0.344543
-0.227356	-0.140686	-0.368042
-0.227966	-0.143127	-0.371094
-0.215759	-0.142517	-0.358276
-0.193787	-0.138245	-0.332031
-0.166626	-0.130615	-0.297241
-0.138855	-0.119324	-0.258179
-0.115356	-0.105591	-0.220947
-0.0973511	-0.0909424	-0.188293
-0.0842285	-0.0753784	-0.159607
-0.0750732	-0.0601196	-0.135193
-0.0692749	-0.0457764	-0.115051
-0.065918	-0.0341797	-0.100098
-0.0640869	-0.0271606	-0.0912476
-0.0631714	-0.022583	-0.0857544
-0.0622559	-0.0198364	-0.0820923
-0.0622559	-0.0189209	-0.0811768
-0.062561	-0.0201416	-0.0827026
-0.062561	-0.022583	-0.085144
-0.062561	-0.0241089	-0.0866699
-0.062561	-0.0234985	-0.0860596
-0.0622559	-0.022583	-0.0848389
-0.0616455	-0.020752	-0.0823975
-0.0613403	-0.0189209	-0.0802612
-0.06073	-0.017395	-0.078125
-0.0592041	-0.0164795	-0.0756836
-0.0564575	-0.015564	-0.0720215
-0.0534058	-0.0152588	-0.0686646
-0.0506592	-0.0164795	-0.0671387
-0.0482178	-0.0189209	-0.0671387
-0.0460815	-0.0213623	-0.0674438
-0.0442505	-0.022583	-0.0668335
-0.0421143	-0.0222778	-0.0643921
-0.0408936	-0.0210571	-0.0619507
-0.0411987	-0.0189209	-0.0601196
-0.0427246	-0.0158691	-0.0585938
-0.0439453	-0.0125122	-0.0564575
-0.0445557	-0.00976563	-0.0543213
-0.0442505	-0.00762939	-0.0518799
-0.043335	-0.00671387	-0.0500488
-0.0415039	-0.00610352	-0.0476074
-0.0396729	-0.00457764	-0.0442505
-0.0375366	-0.00366211	-0.0411987
-0.0344849	-0.00366211	-0.038147
-0.0302124	-0.00549316	-0.0357056
-0.0253296	-0.00854492	-0.0338745
-0.0216675	-0.012207	-0.0338745
-0.0189209	-0.0152588	-0.0341797
-0.0180054	-0.0167847	-0.03479
-0.0183105	-0.0177002	-0.0360107
-0.0195313	-0.0192261	-0.0387573
-0.020752	-0.0213623	-0.0421143
-0.0213623	-0.0231934	-0.0445557
-0.0216675	-0.0244141	-0.0460815
-0.0219727	-0.0244141	-0.0463867
-0.0219727	-0.0238037	-0.0457764
-0.0213623	-0.022583	-0.0439453
-0.0201416	-0.0219727	-0.0421143
-0.017395	-0.0219727	-0.0393677
-0.0131226	-0.022583	-0.0357056
-0.00854492	-0.0241089	-0.0326538
-0.00427246	-0.0268555	-0.0311279
-0.000610352	-0.0305176	-0.0311279
0.00274658	-0.0338745	-0.0311279
0.00579834	-0.0375366	-0.0317383
0.00976563	-0.0411987	-0.0314331
0.0140381	-0.0445557	-0.0305176
0.0180054	-0.0466919	-0.0286865
0.0222778	-0.0473022	-0.0250244
0.0262451	-0.0473022	-0.0210571
0.0305176	-0.0463867	-0.0158691
0.0357056	-0.0448608	-0.00915527
0.0424194	-0.0436401	-0.0012207
0.0494385	-0.0427246	0.00671387
0.055542	-0.0427246	0.0128174
0.0610352	-0.0430298	0.0180054
0.0662231	-0.0436401	0.022583
0.0717163	-0.0439453	0.027771
0.0772095	-0.0469971	0.0302124
0.0836182	-0.0527954	0.0308228
0.0900269	-0.0592041	0.0308228
0.0964355	-0.0637817	0.0326538
0.103149	-0.0674438	0.0357056
0.110779	-0.0708008	0.039978
0.118713	-0.0738525	0.0448608
0.126648	-0.0762939	0.050354
0.133667	-0.0778198	0.0558472
0.139465	-0.0784302	0.0610352
0.144348	-0.078125	0.0662231
0.14679	-0.0756836	0.071106
0.147705	-0.0723267	0.0753784
0.147095	-0.0689697	0.078125
0.146484	-0.065918	0.0805664
0.145264	-0.0628662	0.0823975
0.143127	-0.0610352	0.0820923
0.140076	-0.0595093	0.0805664
0.137024	-0.0579834	0.0790405
0.134277	-0.0567627	0.0775146
0.132141	-0.0558472	0.0762939
0.13092	-0.055542	0.0753784
0.129089	-0.0558472	0.0732422
0.126953	-0.0549316	0.0720215
0.123901	-0.0540161	0.0698853
0.120239	-0.0521851	0.0680542
0.116272	-0.0488281	0.0674438
0.11261	-0.0442505	0.0683594
0.109253	-0.0393677	0.0698853
0.106506	-0.0341797	0.0723267
0.103149	-0.0283813	0.0747681
0.0991821	-0.0219727	0.0772095
0.0942993	-0.0158691	0.0784302
0.0888062	-0.00946045	0.0793457
0.0827026	-0.00274658	0.0799561
0.0762939	0.00488281	0.0811768
0.0695801	0.012207	0.0817871
0.0610352	0.0192261	0.0802612
0.0515747	0.0250244	0.0765991
0.0415039	0.0302124	0.0717163
0.0311279	0.0344849	0.0656128
0.0210571	0.0375366	0.0585938
0.0125122	0.0387573	0.0512695
0.00549316	0.0387573	0.0442505
-0.000915527	0.0372314	0.0363159
-0.00732422	0.0344849	0.0271606
-0.0131226	0.0311279	0.0180054
-0.0186157	0.0283813	0.00976563
-0.0228882	0.0262451	0.00335693
-0.0265503	0.0247192	-0.00183105
-0.0299072	0.0250244	-0.00488281
-0.0332642	0.0262451	-0.00701904
-0.0363159	0.027771	-0.00854492
-0.0390625	0.0289917	-0.0100708
-0.0421143	0.0299072	-0.012207
-0.0460815	0.0314331	-0.0146484
-0.0497437	0.0344849	-0.0152588
-0.0527954	0.0357056	-0.0170898
-0.055542	0.0338745	-0.0216675
-0.0579834	0.0311279	-0.0268555
-0.0598145	0.0296021	-0.0302124
-0.0616455	0.0280762	-0.0335693
-0.0631714	0.0250244	-0.038147
-0.0650024	0.0204468	-0.0445557
-0.0668335	0.0158691	-0.0509644
-0.0680542	0.012207	-0.0558472
-0.0680542	0.00976563	-0.0582886
-0.067749	0.00762939	-0.0601196
-0.0683594	0.00610352	-0.0622559
-0.0695801	0.00640869	-0.0631714
-0.0717163	0.00732422	-0.0643921
-0.0732422	0.00946045	-0.0637817
-0.0741577	0.0134277	-0.06073
-0.0747681	0.0189209	-0.0558472
-0.0750732	0.0234985	-0.0515747
-0.0750732	0.027771	-0.0473022
-0.0747681	0.0317383	-0.0430298
-0.0735474	0.03479	-0.0387573
-0.071106	0.0360107	-0.0350952
-0.0674438	0.0363159	-0.0311279
-0.0637817	0.0360107	-0.027771
-0.0592041	0.0354004	-0.0238037
-0.0552368	0.0326538	-0.022583
-0.0515747	0.0280762	-0.0234985
-0.0488281	0.0228882	-0.0259399
-0.0473022	0.0192261	-0.0280762
-0.0473022	0.0167847	-0.0305176
-0.0482178	0.0149536	-0.0332642
-0.0494385	0.0134277	-0.0360107
-0.0506592	0.012207	-0.0384521
-0.0524902	0.0112915	-0.0411987
-0.0552368	0.012207	-0.0430298
-0.0576782	0.0149536	-0.0427246
-0.0588989	0.0186157	-0.0402832
-0.0579834	0.0210571	-0.0369263
-0.0549316	0.0216675	-0.0332642
-0.0515747	0.020752	-0.0308228
-0.0485229	0.0204468	-0.0280762
-0.0457764	0.0210571	-0.0247192
-0.0424194	0.0213623	-0.0210571
-0.0393677	0.0198364	-0.0195313
-0.0375366	0.017395	-0.0201416
-0.0372314	0.015564	-0.0216675
-0.0375366	0.0143433	-0.0231934
-0.0390625	0.0125122	-0.0265503
-0.0411987	0.0112915	-0.0299072
-0.0430298	0.0106812	-0.0323486
-0.0436401	0.00976563	-0.0338745
-0.0436401	0.00915527	-0.0344849
-0.0436401	0.00793457	-0.0357056
-0.043335	0.00579834	-0.0375366
-0.0427246	0.00335693	-0.0393677
-0.0411987	0.00152588	-0.0396729
-0.039978	0.000610352	-0.0393677
-0.0396729	0.000915527	-0.0387573
-0.0408936	0.00244141	-0.0384521
-0.0430298	0.00427246	-0.0387573
-0.0448608	0.00549316	-0.0393677
-0.0463867	0.00640869	-0.039978
-0.0476074	0.00915527	-0.0384521
-0.0494385	0.0131226	-0.0363159
-0.0509644	0.015564	-0.0354004
-0.0512695	0.0161743	-0.0350952
-0.050354	0.0158691	-0.0344849
-0.0479126	0.0152588	-0.0326538
-0.045166	0.0140381	-0.0311279
-0.0424194	0.0109863	-0.0314331
-0.0402832	0.00793457	-0.0323486
-0.0396729	0.00549316	-0.0341797
-0.0402832	0.00396729	-0.0363159
-0.0411987	0.00305176	-0.038147
-0.0411987	0.00305176	-0.038147
-0.0408936	0.00335693	-0.0375366
-0.039978	0.00396729	-0.0360107
-0.0393677	0.00549316	-0.0338745
-0.0393677	0.00732422	-0.0320435
-0.0396729	0.00854492	-0.0311279
-0.0396729	0.00854492	-0.0311279
-0.0393677	0.00823975	-0.0311279
-0.0390625	0.00823975	-0.0308228
-0.0384521	0.00701904	-0.0314331
-0.0387573	0.00488281	-0.0338745
-0.039978	0.00305176	-0.0369263
-0.0415039	0.00152588	-0.039978
-0.0430298	0.000915527	-0.0421143
-0.0442505	0.000915527	-0.043335
-0.0448608	0.000915527	-0.0439453
-0.0442505	0.000305176	-0.0439453
-0.0427246	-0.000305176	-0.0430298
-0.0411987	-0.000305176	-0.0415039
-0.0396729	0	-0.0396729
-0.0390625	0.000305176	-0.0387573
-0.0396729	0.0012207	-0.0384521
-0.0405884	0.00244141	-0.038147
-0.0415039	0.00396729	-0.0375366
-0.0427246	0.00579834	-0.0369263
-0.0436401	0.00732422	-0.0363159
-0.0454712	0.00915527	-0.0363159
-0.0485229	0.0119019	-0.0366211
-0.0521851	0.0158691	-0.0363159
-0.0552368	0.0192261	-0.0360107
-0.057373	0.0222778	-0.0350952
-0.0585938	0.0244141	-0.0341797
-0.0592041	0.0253296	-0.0338745
-0.0595093	0.0253296	-0.0341797
-0.0595093	0.0250244	-0.0344849
-0.0592041	0.0238037	-0.0354004
-0.0592041	0.0219727	-0.0372314
-0.0592041	0.0192261	-0.039978
-0.0588989	0.0161743	-0.0427246
-0.0576782	0.0125122	-0.045166
-0.0558472	0.00823975	-0.0476074
-0.0537109	0.00488281	-0.0488281
-0.0524902	0.00305176	-0.0494385
-0.0521851	0.00305176	-0.0491333
-0.0521851	0.00396729	-0.0482178
-0.0515747	0.00579834	-0.0457764
-0.0506592	0.00793457	-0.0427246
-0.0500488	0.0109863	-0.0390625
-0.0494385	0.0149536	-0.0344849
-0.0494385	0.0180054	-0.0314331
-0.0491333	0.0198364	-0.0292969
-0.0488281	0.020752	-0.0280762
-0.0479126	0.0198364	-0.0280762
-0.0466919	0.0180054	-0.0286865
-0.0445557	0.0152588	-0.0292969
-0.0411987	0.0112915	-0.0299072
-0.0378418	0.00671387	-0.0311279
-0.03479	0.00213623	-0.0326538
-0.0317383	-0.00213623	-0.0338745
-0.0292969	-0.00457764	-0.0338745
-0.0289917	-0.00427246	-0.0332642
-0.0314331	-0.00213623	-0.0335693
-0.0344849	0.00152588	-0.032959
-0.0378418	0.00640869	-0.0314331
-0.0424194	0.0109863	-0.0314331
-0.0482178	0.0152588	-0.032959
-0.0540161	0.0198364	-0.0341797
-0.0585938	0.0238037	-0.03479
-0.06073	0.0262451	-0.0344849
-0.06073	0.0268555	-0.0338745
-0.0598145	0.0265503	-0.0332642
-0.0579834	0.0265503	-0.0314331
-0.055542	0.0259399	-0.0296021
-0.0524902	0.0244141	-0.0280762
-0.0494385	0.0219727	-0.0274658
-0.0473022	0.0198364	-0.0274658
-0.0463867	0.0192261	-0.0271606
-0.0466919	0.0198364	-0.0268555
-0.0473022	0.020752	-0.0265503
-0.0479126	0.0213623	-0.0265503
-0.0482178	0.0228882	-0.0253296
-0.0473022	0.0244141	-0.0228882
-0.0448608	0.0262451	-0.0186157
-0.0415039	0.0292969	-0.012207
-0.0393677	0.0344849	-0.00488281
-0.0384521	0.0411987	0.00274658
-0.0375366	0.0476074	0.0100708
-0.0357056	0.0531006	0.017395
-0.0326538	0.0570679	0.0244141
-0.0296021	0.0598145	0.0302124
-0.0271606	0.0619507	0.03479
-0.0250244	0.0634766	0.0384521
-0.0222778	0.0643921	0.0421143
-0.0186157	0.0631714	0.0445557
-0.0131226	0.0588989	0.0457764
-0.00549316	0.0518799	0.0463867
0.00427246	0.0445557	0.0488281
0.015564	0.0378418	0.0534058
0.0268555	0.0314331	0.0582886
0.0363159	0.0262451	0.062561
0.0427246	0.0228882	0.0656128
0.0473022	0.0210571	0.0683594
0.0506592	0.0195313	0.0701904
0.0518799	0.0180054	0.0698853
0.050354	0.0180054	0.0683594
0.0460815	0.0201416	0.0662231
0.0411987	0.0234985	0.0646973
0.0366211	0.0259399	0.062561
0.0317383	0.0256348	0.057373
0.0268555	0.0222778	0.0491333
0.022583	0.0177002	0.0402832
0.0198364	0.0137329	0.0335693
0.0186157	0.00976563	0.0283813
0.0183105	0.00671387	0.0250244
0.017395	0.00457764	0.0219727
0.0152588	0.00274658	0.0180054
0.0119019	0.00183105	0.0137329
0.00823975	0.00305176	0.0112915
0.00366211	0.00640869	0.0100708
-0.0012207	0.0100708	0.0088501
-0.00701904	0.0125122	0.00549316
-0.0131226	0.0137329	0.000610352
-0.0192261	0.0146484	-0.00457764
-0.0241089	0.0143433	-0.00976563
-0.0286865	0.012207	-0.0164795
-0.0326538	0.00946045	-0.0231934
-0.0354004	0.00579834	-0.0296021
-0.0375366	0.00244141	-0.0350952
-0.0393677	-0.000915527	-0.0402832
-0.0418091	-0.00305176	-0.0448608
-0.0445557	-0.00366211	-0.0482178
-0.0466919	-0.00244141	-0.0491333
-0.0476074	-0.0012207	-0.0488281
-0.0473022	-0.000305176	-0.0476074
-0.0466919	0.000610352	-0.0460815
-0.0466919	0.00183105	-0.0448608
-0.0482178	0.00457764	-0.0436401
-0.0500488	0.00732422	-0.0427246
-0.0509644	0.00854492	-0.0424194
-0.0512695	0.00854492	-0.0427246
-0.0524902	0.00823975	-0.0442505
-0.0549316	0.00793457	-0.0469971
-0.0576782	0.00793457	-0.0497437
-0.0604248	0.00701904	-0.0534058
-0.0628662	0.00335693	-0.0595093
-0.0637817	-0.00427246	-0.0680542
-0.0628662	-0.0161743	-0.0790405
-0.0619507	-0.0299072	-0.0918579
-0.0616455	-0.0427246	-0.10437
-0.0613403	-0.0531006	-0.114441
-0.0598145	-0.0604248	-0.120239
-0.0549316	-0.0646973	-0.119629
-0.0445557	-0.0643921	-0.108948
-0.0268555	-0.0564575	-0.083313
-0.00152588	-0.0375366	-0.0390625
0.0326538	-0.00701904	0.0256348
0.0769043	0.0311279	0.108032
0.132141	0.0741577	0.206299
0.197449	0.122375	0.319824
0.271301	0.177002	0.448303
0.349121	0.238037	0.587158
0.423889	0.300293	0.724182
0.490112	0.354309	0.844421
0.545044	0.393677	0.938721
0.583496	0.418701	1.0022
0.600281	0.427856	1.02814
0.593872	0.418701	1.01257
0.56488	0.389709	0.95459
0.513306	0.342102	0.855408
0.440063	0.280457	0.72052
0.348206	0.210876	0.559082
0.246277	0.136719	0.382996
0.144043	0.0619507	0.205994
0.0488281	-0.00732422	0.0415039
-0.0357056	-0.065918	-0.101624
-0.106201	-0.110474	-0.216675
-0.159912	-0.140076	-0.299988
-0.195923	-0.155029	-0.350952
-0.214233	-0.15686	-0.371094
-0.21637	-0.148315	-0.364685
-0.203247	-0.133057	-0.336304
-0.179443	-0.113525	-0.292969
-0.150452	-0.0924683	-0.24292
-0.122681	-0.072937	-0.195618
-0.0997925	-0.0549316	-0.154724
-0.0823975	-0.0378418	-0.120239
-0.0717163	-0.0216675	-0.0933838
-0.0662231	-0.00762939	-0.0738525
-0.0653076	0.00244141	-0.0628662
-0.0662231	0.00732422	-0.0588989
-0.0686646	0.00762939	-0.0610352
-0.0723267	0.00518799	-0.0671387
-0.0756836	0.0012207	-0.0744629
-0.0778198	-0.00305176	-0.0808716
-0.0775146	-0.00671387	-0.0842285
-0.0750732	-0.00946045	-0.0845337
-0.0717163	-0.0115967	-0.083313
-0.067749	-0.0119019	-0.0796509
-0.0637817	-0.0109863	-0.0747681
-0.0595093	-0.00915527	-0.0686646
-0.0549316	-0.00762939	-0.062561
-0.0506592	-0.00610352	-0.0567627
-0.0476074	-0.00427246	-0.0518799
-0.0460815	-0.00213623	-0.0482178
-0.0457764	-0.000305176	-0.0460815
-0.0457764	0.000610352	-0.045166
-0.0454712	-0.000610352	-0.0460815
-0.0445557	-0.00244141	-0.0469971
-0.0439453	-0.00427246	-0.0482178
-0.0430298	-0.00488281	-0.0479126
-0.0424194	-0.00457764	-0.0469971
-0.0421143	-0.00274658	-0.0448608
-0.0418091	0.000610352	-0.0411987
-0.0415039	0.00488281	-0.0366211
-0.0405884	0.00823975	-0.0323486
-0.0393677	0.0112915	-0.0280762
-0.038147	0.0140381	-0.0241089
-0.0372314	0.0164795	-0.020752
-0.0363159	0.0189209	-0.017395
-0.0354004	0.020752	-0.0146484
-0.0341797	0.0216675	-0.0125122
-0.032959	0.0213623	-0.0115967
-0.0314331	0.0192261	-0.012207
-0.0299072	0.0140381	-0.0158691
-0.0283813	0.00823975	-0.0201416
-0.0265503	0.00274658	-0.0238037
-0.0241089	-0.00213623	-0.0262451
