L I	L III	L II(Calc.)
-0.062561	0.00946045	-0.0531006
-0.0564575	0.00671387	-0.0497437
-0.0500488	0.00549316	-0.0445557
-0.0430298	0.00274658	-0.0402832
-0.0363159	-0.0012207	-0.0375366
-0.0317383	-0.00396729	-0.0357056
-0.0296021	-0.00488281	-0.0344849
-0.0292969	-0.00427246	-0.0335693
-0.0302124	-0.00366211	-0.0338745
-0.0326538	-0.00274658	-0.0354004
-0.0366211	-0.000305176	-0.0369263
-0.0421143	0.00305176	-0.0390625
-0.0476074	0.00549316	-0.0421143
-0.0515747	0.00610352	-0.0454712
-0.0546265	0.00549316	-0.0491333
-0.0570679	0.00579834	-0.0512695
-0.0592041	0.00640869	-0.0527954
-0.0588989	0.00640869	-0.0524902
-0.0561523	0.00427246	-0.0518799
-0.0518799	0.00183105	-0.0500488
-0.0485229	-0.000305176	-0.0488281
-0.0457764	-0.00213623	-0.0479126
-0.0436401	-0.00335693	-0.0469971
-0.0430298	-0.00274658	-0.0457764
-0.0442505	-0.000610352	-0.0448608
-0.045166	0.0012207	-0.0439453
-0.0460815	0.00244141	-0.0436401
-0.0485229	0.00396729	-0.0445557
-0.0527954	0.00762939	-0.045166
-0.057373	0.0112915	-0.0460815
-0.0595093	0.0134277	-0.0460815
-0.0592041	0.0137329	-0.0454712
-0.0585938	0.0128174	-0.0457764
-0.057373	0.0109863	-0.0463867
-0.0576782	0.010376	-0.0473022
-0.0601196	0.0106812	-0.0494385
-0.0613403	0.0106812	-0.0506592
-0.0588989	0.00854492	-0.050354
-0.0543213	0.00488281	-0.0494385
-0.050354	0.00213623	-0.0482178
-0.0479126	0.0012207	-0.0466919
-0.0466919	0.0012207	-0.0454712
-0.0460815	0.0012207	-0.0448608
-0.0442505	-0.000610352	-0.0448608
-0.0402832	-0.00396729	-0.0442505
-0.0354004	-0.00793457	-0.043335
-0.0308228	-0.0119019	-0.0427246
-0.0274658	-0.0149536	-0.0424194
-0.0274658	-0.0164795	-0.0439453
-0.0305176	-0.015564	-0.0460815
-0.0360107	-0.0125122	-0.0485229
-0.0421143	-0.00793457	-0.0500488
-0.0460815	-0.00366211	-0.0497437
-0.0485229	0.000305176	-0.0482178
-0.0509644	0.00427246	-0.0466919
-0.0537109	0.00854492	-0.045166
-0.055542	0.0109863	-0.0445557
-0.0552368	0.0106812	-0.0445557
-0.0531006	0.0088501	-0.0442505
-0.0500488	0.00671387	-0.043335
-0.0466919	0.00518799	-0.0415039
-0.043335	0.00244141	-0.0408936
-0.039978	-0.00244141	-0.0424194
-0.0375366	-0.00701904	-0.0445557
-0.0378418	-0.00915527	-0.0469971
-0.0405884	-0.00946045	-0.0500488
-0.0427246	-0.00946045	-0.0521851
-0.0460815	-0.00823975	-0.0543213
-0.0500488	-0.00610352	-0.0561523
-0.0537109	-0.00366211	-0.057373
-0.0564575	-0.00152588	-0.0579834
-0.0585938	0.000610352	-0.0579834
-0.0601196	0.00274658	-0.057373
-0.0610352	0.00457764	-0.0564575
-0.06073	0.00640869	-0.0543213
-0.0601196	0.00854492	-0.0515747
-0.0601196	0.0115967	-0.0485229
-0.0598145	0.0137329	-0.0460815
-0.0592041	0.0146484	-0.0445557
-0.0585938	0.0140381	-0.0445557
-0.0570679	0.0125122	-0.0445557
-0.0546265	0.0106812	-0.0439453
-0.0521851	0.00854492	-0.0436401
-0.0500488	0.00701904	-0.0430298
-0.0469971	0.00518799	-0.0418091
-0.0439453	0.00305176	-0.0408936
-0.0405884	0.000610352	-0.039978
-0.0390625	0	-0.0390625
-0.0396729	0.00183105	-0.0378418
-0.039978	0.00457764	-0.0354004
-0.0402832	0.00671387	-0.0335693
-0.0424194	0.0088501	-0.0335693
-0.0460815	0.0106812	-0.0354004
-0.0491333	0.0112915	-0.0378418
-0.0509644	0.0109863	-0.039978
-0.0521851	0.00946045	-0.0427246
-0.0521851	0.00671387	-0.0454712
-0.0512695	0.00335693	-0.0479126
-0.0500488	0	-0.0500488
-0.0482178	-0.00274658	-0.0509644
-0.0457764	-0.00396729	-0.0497437
-0.0448608	-0.00274658	-0.0476074
-0.0460815	0.000610352	-0.0454712
-0.0482178	0.00518799	-0.0430298
-0.0491333	0.010376	-0.0387573
-0.0488281	0.015564	-0.0332642
-0.0482178	0.0210571	-0.0271606
-0.0476074	0.0268555	-0.020752
-0.0469971	0.0320435	-0.0149536
-0.045166	0.0357056	-0.00946045
-0.0421143	0.0378418	-0.00427246
-0.0384521	0.0390625	0.000610352
-0.0341797	0.0390625	0.00488281
-0.0292969	0.0378418	0.00854492
-0.0238037	0.0354004	0.0115967
-0.0183105	0.0320435	0.0137329
-0.0112915	0.0271606	0.0158691
-0.0012207	0.0201416	0.0189209
0.0100708	0.0119019	0.0219727
0.0216675	0.00488281	0.0265503
0.0308228	0.0012207	0.0320435
0.0366211	0.0012207	0.0378418
0.0411987	0.00183105	0.0430298
0.0460815	0.00274658	0.0488281
0.0497437	0.00427246	0.0540161
0.0497437	0.00793457	0.0576782
0.0448608	0.0146484	0.0595093
0.0378418	0.0222778	0.0601196
0.0317383	0.0268555	0.0585938
0.0283813	0.0259399	0.0543213
0.0283813	0.0192261	0.0476074
0.0308228	0.0088501	0.0396729
0.0320435	-0.00183105	0.0302124
0.0289917	-0.0106812	0.0183105
0.0250244	-0.0183105	0.00671387
0.0216675	-0.0259399	-0.00427246
0.0186157	-0.0335693	-0.0149536
0.0161743	-0.039978	-0.0238037
0.0119019	-0.0439453	-0.0320435
0.00518799	-0.0442505	-0.0390625
-0.00488281	-0.0393677	-0.0442505
-0.0149536	-0.0314331	-0.0463867
-0.0234985	-0.0231934	-0.0466919
-0.0311279	-0.0152588	-0.0463867
-0.0387573	-0.00701904	-0.0457764
-0.045166	-0.000915527	-0.0460815
-0.0488281	0.00183105	-0.0469971
-0.0534058	0.00427246	-0.0491333
-0.0598145	0.00793457	-0.0518799
-0.0646973	0.00823975	-0.0564575
-0.0665283	0.00488281	-0.0616455
-0.0674438	-0.000915527	-0.0683594
-0.0686646	-0.00640869	-0.0750732
-0.0701904	-0.0106812	-0.0808716
-0.071106	-0.0140381	-0.085144
-0.0704956	-0.0177002	-0.0881958
-0.0689697	-0.020752	-0.0897217
-0.067749	-0.0228882	-0.0906372
-0.0683594	-0.0231934	-0.0915527
-0.0698853	-0.0216675	-0.0915527
-0.0695801	-0.0210571	-0.0906372
-0.065918	-0.0222778	-0.0881958
-0.0616455	-0.0231934	-0.0848389
-0.0585938	-0.0234985	-0.0820923
-0.0564575	-0.0244141	-0.0808716
-0.0546265	-0.0256348	-0.0802612
-0.0527954	-0.0265503	-0.0793457
-0.0509644	-0.0271606	-0.078125
-0.0512695	-0.0268555	-0.078125
-0.0540161	-0.0265503	-0.0805664
-0.0579834	-0.0283813	-0.0863647
-0.0634766	-0.032959	-0.0964355
-0.0686646	-0.0418091	-0.110474
-0.0726318	-0.0540161	-0.126648
-0.0762939	-0.0668335	-0.143127
-0.0790405	-0.0762939	-0.155334
-0.0793457	-0.0805664	-0.159912
-0.0753784	-0.078125	-0.153503
-0.062561	-0.0695801	-0.132141
-0.0378418	-0.0552368	-0.0930786
-0.00305176	-0.0326538	-0.0357056
0.0415039	-0.000305176	0.0411987
0.0970459	0.0405884	0.137634
0.163574	0.0875854	0.25116
0.242004	0.13916	0.381165
0.331421	0.192261	0.523682
0.426025	0.241089	0.667114
0.518188	0.278625	0.796814
0.602417	0.301208	0.903625
0.672302	0.310669	0.982971
0.722656	0.306702	1.02936
0.749207	0.288086	1.03729
0.749207	0.253906	1.00311
0.720215	0.205994	0.926208
0.659485	0.151367	0.810852
0.568237	0.09552	0.663757
0.454407	0.039978	0.494385
0.328979	-0.0137329	0.315247
0.202332	-0.0619507	0.140381
0.0820923	-0.100708	-0.0186157
-0.0247192	-0.128174	-0.152893
-0.113525	-0.144653	-0.258179
-0.180664	-0.151062	-0.331726
-0.224609	-0.150146	-0.374756
-0.245056	-0.144043	-0.389099
-0.242004	-0.137329	-0.379333
-0.221558	-0.13092	-0.352478
-0.19104	-0.123901	-0.314941
-0.158691	-0.113831	-0.272522
-0.1297	-0.100403	-0.230103
-0.106201	-0.0860596	-0.192261
-0.090332	-0.0717163	-0.162048
-0.0805664	-0.0592041	-0.139771
-0.0747681	-0.0494385	-0.124207
-0.0720215	-0.0408936	-0.112915
-0.0735474	-0.032959	-0.106506
-0.0784302	-0.0256348	-0.104065
-0.0830078	-0.0210571	-0.104065
-0.0857544	-0.0201416	-0.105896
-0.0857544	-0.022583	-0.108337
-0.085144	-0.0247192	-0.109863
-0.0860596	-0.0238037	-0.109863
-0.0866699	-0.0222778	-0.108948
-0.0857544	-0.0219727	-0.107727
-0.085144	-0.0216675	-0.106812
-0.0848389	-0.020752	-0.105591
-0.085144	-0.0183105	-0.103455
-0.085144	-0.0146484	-0.0997925
-0.0845337	-0.0115967	-0.0961304
-0.0827026	-0.0106812	-0.0933838
-0.0790405	-0.0125122	-0.0915527
-0.072937	-0.0161743	-0.0891113
-0.0680542	-0.0177002	-0.0857544
-0.067749	-0.0146484	-0.0823975
-0.0692749	-0.0100708	-0.0793457
-0.0689697	-0.00732422	-0.0762939
-0.065918	-0.00732422	-0.0732422
-0.0628662	-0.00732422	-0.0701904
-0.0640869	-0.00396729	-0.0680542
-0.0674438	0.000305176	-0.0671387
-0.0695801	0.00274658	-0.0668335
-0.0708008	0.00427246	-0.0665283
-0.0708008	0.00427246	-0.0665283
-0.0692749	0.00274658	-0.0665283
-0.0671387	0.000305176	-0.0668335
-0.0650024	-0.00152588	-0.0665283
-0.0628662	-0.00305176	-0.065918
-0.0598145	-0.00457764	-0.0643921
-0.0567627	-0.00549316	-0.0622559
-0.0534058	-0.00579834	-0.0592041
-0.050354	-0.00549316	-0.0558472
-0.0463867	-0.00518799	-0.0515747
-0.0405884	-0.00579834	-0.0463867
-0.0338745	-0.00671387	-0.0405884
-0.0289917	-0.00640869	-0.0354004
-0.0271606	-0.00427246	-0.0314331
-0.0271606	-0.00152588	-0.0286865
-0.0268555	-0.000305176	-0.0271606
-0.0241089	-0.000610352	-0.0247192
-0.0195313	-0.0012207	-0.020752
-0.015564	-0.00183105	-0.017395
-0.0140381	-0.00274658	-0.0167847
-0.012207	-0.00457764	-0.0167847
-0.0088501	-0.00793457	-0.0167847
-0.00366211	-0.0131226	-0.0167847
0.00183105	-0.0180054	-0.0161743
0.00610352	-0.0210571	-0.0149536
0.00793457	-0.020752	-0.0128174
0.00732422	-0.017395	-0.0100708
0.00549316	-0.0125122	-0.00701904
0.00366211	-0.00762939	-0.00396729
0.00335693	-0.00335693	0
0.00274658	0.00183105	0.00457764
0.00152588	0.00701904	0.00854492
0.00152588	0.0115967	0.0131226
0.00335693	0.0143433	0.0177002
0.00793457	0.0146484	0.022583
0.0134277	0.0137329	0.0271606
0.0183105	0.0112915	0.0296021
0.0228882	0.00793457	0.0308228
0.0280762	0.00457764	0.0326538
0.0360107	0.00152588	0.0375366
0.0457764	-0.00213623	0.0436401
0.055542	-0.00488281	0.0506592
0.0646973	-0.00671387	0.0579834
0.0738525	-0.00762939	0.0662231
0.0836182	-0.0088501	0.0747681
0.0949097	-0.010376	0.0845337
0.107117	-0.012207	0.0949097
0.119019	-0.0140381	0.10498
0.127869	-0.0140381	0.113831
0.131836	-0.0109863	0.12085
0.132751	-0.00701904	0.125732
0.133362	-0.00427246	0.129089
0.134583	-0.00274658	0.131836
0.133972	-0.000305176	0.133667
0.132141	0.00396729	0.136108
0.131836	0.00732422	0.13916
0.132141	0.00946045	0.141602
0.130615	0.0137329	0.144348
0.128174	0.0186157	0.14679
0.128479	0.0219727	0.150452
0.131226	0.0231934	0.154419
0.134888	0.0231934	0.158081
0.137939	0.0234985	0.161438
0.140076	0.0247192	0.164795
0.141296	0.0262451	0.167542
0.140991	0.0283813	0.169373
0.139465	0.0296021	0.169067
0.139465	0.0286865	0.168152
0.13855	0.0289917	0.167542
0.134583	0.0326538	0.167236
0.128174	0.0372314	0.165405
0.119934	0.0418091	0.161743
0.111084	0.0466919	0.157776
0.103455	0.0518799	0.155334
0.0964355	0.0567627	0.153198
0.0894165	0.0622559	0.151672
0.0817871	0.0665283	0.148315
0.0744629	0.0689697	0.143433
0.0674438	0.0701904	0.137634
0.0598145	0.071106	0.13092
0.0518799	0.0714111	0.123291
0.0442505	0.0704956	0.114746
0.0354004	0.0686646	0.104065
0.0256348	0.0662231	0.0918579
0.0164795	0.0628662	0.0793457
0.00793457	0.0585938	0.0665283
-0.00183105	0.0552368	0.0534058
-0.0137329	0.0543213	0.0405884
-0.0247192	0.0537109	0.0289917
-0.0317383	0.0518799	0.0201416
-0.0369263	0.0494385	0.0125122
-0.0424194	0.0469971	0.00457764
-0.0479126	0.0442505	-0.00366211
-0.0534058	0.0424194	-0.0109863
-0.0601196	0.0418091	-0.0183105
-0.0662231	0.0418091	-0.0244141
-0.0708008	0.0405884	-0.0302124
-0.0732422	0.0372314	-0.0360107
-0.0747681	0.032959	-0.0418091
-0.0769043	0.0302124	-0.0466919
-0.0784302	0.0286865	-0.0497437
-0.0790405	0.0271606	-0.0518799
-0.0799561	0.0265503	-0.0534058
-0.083313	0.0280762	-0.0552368
-0.0881958	0.0302124	-0.0579834
-0.0921631	0.0311279	-0.0610352
-0.0946045	0.0314331	-0.0631714
-0.0979614	0.032959	-0.0650024
-0.101624	0.03479	-0.0668335
-0.10498	0.0360107	-0.0689697
-0.108337	0.0372314	-0.071106
-0.111084	0.0390625	-0.0720215
-0.112305	0.0415039	-0.0708008
-0.109863	0.0415039	-0.0683594
-0.105896	0.0396729	-0.0662231
-0.101013	0.038147	-0.0628662
-0.0949097	0.0354004	-0.0595093
-0.0878906	0.0314331	-0.0564575
-0.0827026	0.0283813	-0.0543213
-0.0808716	0.0274658	-0.0534058
-0.0799561	0.0265503	-0.0534058
-0.0793457	0.0250244	-0.0543213
-0.0802612	0.022583	-0.0576782
-0.0836182	0.0216675	-0.0619507
-0.0888062	0.0231934	-0.0656128
-0.0949097	0.0259399	-0.0689697
-0.101624	0.0292969	-0.0723267
-0.108337	0.0332642	-0.0750732
-0.114746	0.038147	-0.0765991
-0.12085	0.0439453	-0.0769043
-0.123596	0.0473022	-0.0762939
-0.120239	0.0457764	-0.0744629
-0.11322	0.0421143	-0.071106
-0.105286	0.0393677	-0.065918
-0.0973511	0.0375366	-0.0598145
-0.0891113	0.0350952	-0.0540161
-0.0805664	0.0320435	-0.0485229
-0.0723267	0.0280762	-0.0442505
-0.0650024	0.0241089	-0.0408936
-0.0592041	0.0201416	-0.0390625
-0.0561523	0.017395	-0.0387573
-0.0558472	0.0161743	-0.0396729
-0.0588989	0.0158691	-0.0430298
-0.0650024	0.0158691	-0.0491333
-0.0720215	0.0158691	-0.0561523
-0.0759888	0.0149536	-0.0610352
-0.0769043	0.0134277	-0.0634766
-0.0765991	0.0115967	-0.0650024
-0.0756836	0.010376	-0.0653076
-0.0750732	0.010376	-0.0646973
-0.0735474	0.0109863	-0.062561
-0.0692749	0.0119019	-0.057373
-0.0622559	0.0115967	-0.0506592
-0.0552368	0.0119019	-0.043335
-0.0518799	0.0134277	-0.0384521
-0.0512695	0.0158691	-0.0354004
-0.0518799	0.0192261	-0.0326538
-0.0534058	0.0238037	-0.0296021
-0.0543213	0.0265503	-0.027771
-0.0549316	0.0274658	-0.0274658
-0.057373	0.0289917	-0.0283813
-0.0592041	0.0305176	-0.0286865
-0.0601196	0.0320435	-0.0280762
-0.0592041	0.032959	-0.0262451
-0.0570679	0.0338745	-0.0231934
-0.0549316	0.0344849	-0.0204468
-0.0534058	0.0338745	-0.0195313
-0.0518799	0.0320435	-0.0198364
-0.0500488	0.0292969	-0.020752
-0.0488281	0.0265503	-0.0222778
-0.0482178	0.0234985	-0.0247192
-0.0476074	0.0198364	-0.027771
-0.0469971	0.0149536	-0.0320435
-0.0479126	0.0109863	-0.0369263
-0.0506592	0.00946045	-0.0411987
-0.0540161	0.00976563	-0.0442505
-0.057373	0.0100708	-0.0473022
-0.0585938	0.00915527	-0.0494385
-0.057373	0.00823975	-0.0491333
-0.0549316	0.00732422	-0.0476074
-0.0531006	0.00640869	-0.0466919
-0.0524902	0.00579834	-0.0466919
-0.0509644	0.00488281	-0.0460815
-0.0479126	0.00335693	-0.0445557
-0.0439453	0.00152588	-0.0424194
-0.0396729	-0.00183105	-0.0415039
-0.0354004	-0.00640869	-0.0418091
-0.0323486	-0.010376	-0.0427246
-0.0302124	-0.0131226	-0.043335
-0.0283813	-0.015564	-0.0439453
-0.0289917	-0.0152588	-0.0442505
-0.0326538	-0.0125122	-0.045166
-0.0369263	-0.00946045	-0.0463867
-0.0408936	-0.00701904	-0.0479126
-0.045166	-0.00427246	-0.0494385
-0.0494385	-0.000610352	-0.0500488
-0.0531006	0.00335693	-0.0497437
-0.057373	0.00732422	-0.0500488
-0.0601196	0.0109863	-0.0491333
-0.0610352	0.0134277	-0.0476074
-0.0610352	0.0152588	-0.0457764
-0.06073	0.0161743	-0.0445557
-0.0592041	0.0161743	-0.0430298
-0.0558472	0.0143433	-0.0415039
-0.0515747	0.0106812	-0.0408936
-0.0466919	0.00640869	-0.0402832
-0.0427246	0.00213623	-0.0405884
-0.0415039	0.000305176	-0.0411987
-0.0436401	0.0012207	-0.0424194
-0.0485229	0.00427246	-0.0442505
-0.0534058	0.00549316	-0.0479126
-0.0561523	0.00488281	-0.0512695
-0.0567627	0.00396729	-0.0527954
-0.0579834	0.00518799	-0.0527954
-0.0619507	0.00946045	-0.0524902
-0.065918	0.0140381	-0.0518799
-0.0689697	0.017395	-0.0515747
-0.0704956	0.0189209	-0.0515747
-0.0683594	0.0164795	-0.0518799
-0.062561	0.0115967	-0.0509644
-0.0552368	0.00610352	-0.0491333
-0.0500488	0.00305176	-0.0469971
-0.0473022	0.00152588	-0.0457764
-0.0445557	-0.000305176	-0.0448608
-0.0411987	-0.00366211	-0.0448608
-0.0372314	-0.00762939	-0.0448608
-0.0332642	-0.0109863	-0.0442505
-0.0308228	-0.0128174	-0.0436401
-0.0305176	-0.0119019	-0.0424194
-0.0311279	-0.00976563	-0.0408936
-0.0326538	-0.00701904	-0.0396729
-0.0360107	-0.00427246	-0.0402832
-0.0390625	-0.00274658	-0.0418091
-0.0418091	-0.0012207	-0.0430298
-0.0445557	0.000305176	-0.0442505
-0.0466919	0.00213623	-0.0445557
-0.0485229	0.00274658	-0.0457764
-0.0488281	0.00183105	-0.0469971
-0.0488281	0	-0.0488281
-0.0479126	-0.00152588	-0.0494385
-0.0463867	-0.00274658	-0.0491333
-0.0436401	-0.00366211	-0.0473022
-0.0402832	-0.00488281	-0.045166
-0.0369263	-0.00579834	-0.0427246
-0.032959	-0.00701904	-0.039978
-0.0283813	-0.00946045	-0.0378418
-0.0256348	-0.0106812	-0.0363159
-0.0259399	-0.0088501	-0.03479
-0.0289917	-0.00427246	-0.0332642
-0.032959	0.000610352	-0.0323486
-0.0366211	0.00396729	-0.0326538
-0.0402832	0.00671387	-0.0335693
-0.0445557	0.00976563	-0.03479
-0.0485229	0.0134277	-0.0350952
-0.0509644	0.0158691	-0.0350952
-0.050354	0.0158691	-0.0344849
-0.0476074	0.0140381	-0.0335693
-0.045166	0.0128174	-0.0323486
-0.0424194	0.0115967	-0.0308228
-0.0378418	0.00854492	-0.0292969
-0.0341797	0.00610352	-0.0280762
-0.0320435	0.00457764	-0.0274658
-0.0311279	0.00396729	-0.0271606
-0.0311279	0.00457764	-0.0265503
-0.0323486	0.00671387	-0.0256348
-0.03479	0.0100708	-0.0247192
-0.038147	0.0128174	-0.0253296
-0.0396729	0.0143433	-0.0253296
-0.038147	0.0143433	-0.0238037
-0.0350952	0.0134277	-0.0216675
-0.0314331	0.0125122	-0.0189209
-0.0283813	0.010376	-0.0180054
-0.0238037	0.00762939	-0.0161743
-0.0177002	0.00427246	-0.0134277
-0.0119019	0.00244141	-0.00946045
-0.0100708	0.00427246	-0.00579834
-0.0115967	0.00915527	-0.00244141
-0.0125122	0.0140381	0.00152588
-0.0125122	0.0186157	0.00610352
-0.0128174	0.0241089	0.0112915
-0.0140381	0.0305176	0.0164795
-0.015564	0.0369263	0.0213623
-0.015564	0.0418091	0.0262451
-0.0134277	0.0436401	0.0302124
-0.00854492	0.0427246	0.0341797
-0.000915527	0.038147	0.0372314
0.00946045	0.0302124	0.0396729
0.0210571	0.0210571	0.0421143
0.0320435	0.0119019	0.0439453
0.0411987	0.00488281	0.0460815
0.0479126	-0.000305176	0.0476074
0.0537109	-0.00396729	0.0497437
0.0576782	-0.00671387	0.0509644
0.0588989	-0.00701904	0.0518799
0.0582886	-0.00549316	0.0527954
0.0549316	-0.00183105	0.0531006
0.0494385	0.00244141	0.0518799
0.0439453	0.00488281	0.0488281
0.0393677	0.00457764	0.0439453
0.0369263	0.0012207	0.038147
0.03479	-0.00335693	0.0314331
0.0305176	-0.00762939	0.0228882
0.0262451	-0.0115967	0.0146484
0.0244141	-0.0177002	0.00671387
0.0253296	-0.0259399	-0.000610352
0.0244141	-0.0314331	-0.00701904
0.0183105	-0.0320435	-0.0137329
0.010376	-0.0296021	-0.0192261
0.00305176	-0.0268555	-0.0238037
-0.00366211	-0.0238037	-0.0274658
-0.00946045	-0.0201416	-0.0296021
-0.0149536	-0.0161743	-0.0311279
-0.0210571	-0.0119019	-0.032959
-0.0271606	-0.00823975	-0.0354004
-0.0323486	-0.00610352	-0.0384521
-0.0357056	-0.00610352	-0.0418091
-0.0402832	-0.00549316	-0.0457764
-0.0454712	-0.00518799	-0.0506592
-0.0509644	-0.00549316	-0.0564575
-0.0549316	-0.00671387	-0.0616455
-0.0567627	-0.0088501	-0.0656128
-0.0582886	-0.0112915	-0.0695801
-0.0598145	-0.0134277	-0.0732422
-0.0604248	-0.0152588	-0.0756836
-0.0598145	-0.017395	-0.0772095
-0.0576782	-0.0192261	-0.0769043
-0.0543213	-0.0216675	-0.0759888
-0.0506592	-0.0241089	-0.0747681
-0.0469971	-0.0262451	-0.0732422
-0.043335	-0.0283813	-0.0717163
-0.0421143	-0.0283813	-0.0704956
-0.0427246	-0.0268555	-0.0695801
-0.0442505	-0.0244141	-0.0686646
-0.0494385	-0.0192261	-0.0686646
-0.0561523	-0.0125122	-0.0686646
-0.0610352	-0.00762939	-0.0686646
-0.0637817	-0.00427246	-0.0680542
-0.0653076	-0.00274658	-0.0680542
-0.0650024	-0.00396729	-0.0689697
-0.065918	-0.00701904	-0.072937
-0.0683594	-0.012207	-0.0805664
-0.0714111	-0.020752	-0.0921631
-0.0735474	-0.0326538	-0.106201
-0.0741577	-0.0469971	-0.121155
-0.0735474	-0.0601196	-0.133667
-0.0720215	-0.0674438	-0.139465
-0.0692749	-0.0665283	-0.135803
-0.0628662	-0.057373	-0.120239
-0.0463867	-0.0411987	-0.0875854
-0.0167847	-0.0180054	-0.03479
0.0268555	0.0125122	0.0393677
0.0845337	0.0482178	0.132751
0.155334	0.0881958	0.24353
0.237732	0.132751	0.370483
0.331116	0.179749	0.510864
0.431824	0.223389	0.655212
0.531921	0.258179	0.7901
0.623169	0.281677	0.904846
0.699158	0.293579	0.992737
0.755005	0.292969	1.04797
0.786133	0.27771	1.06384
0.79071	0.246887	1.0376
0.764771	0.202942	0.967712
0.706787	0.150146	0.856934
0.618591	0.0946045	0.713196
0.506897	0.0384521	0.545349
0.380249	-0.0158691	0.36438
0.249329	-0.0650024	0.184326
0.124817	-0.106201	0.0186157
0.0131226	-0.136414	-0.123291
-0.0811768	-0.154419	-0.235596
-0.154724	-0.160828	-0.315552
-0.205688	-0.158081	-0.36377
-0.23407	-0.149231	-0.383301
-0.240173	-0.137329	-0.377502
-0.228271	-0.124207	-0.352478
-0.204773	-0.110474	-0.315247
-0.175476	-0.0964355	-0.271912
-0.146179	-0.0817871	-0.227966
-0.120239	-0.0689697	-0.189209
-0.101624	-0.0558472	-0.157471
-0.090332	-0.0430298	-0.133362
-0.0854492	-0.0308228	-0.116272
-0.0839233	-0.0210571	-0.10498
-0.0836182	-0.0143433	-0.0979614
-0.0839233	-0.0109863	-0.0949097
-0.085144	-0.00976563	-0.0949097
-0.0869751	-0.0106812	-0.0976563
-0.090332	-0.0109863	-0.101318
-0.0933838	-0.0115967	-0.10498
-0.0942993	-0.0128174	-0.107117
-0.093689	-0.0146484	-0.108337
-0.0930786	-0.0164795	-0.109558
-0.0942993	-0.0158691	-0.110168
-0.09552	-0.0131226	-0.108643
-0.09552	-0.00915527	-0.104675
-0.0949097	-0.00457764	-0.0994873
-0.0930786	-0.00152588	-0.0946045
-0.0894165	0.000305176	-0.0891113
-0.085144	0.00213623	-0.0830078
-0.0808716	0.00305176	-0.0778198
-0.0756836	0.00213623	-0.0735474
-0.0689697	-0.000305176	-0.0692749
-0.0616455	-0.00396729	-0.0656128
-0.055542	-0.00823975	-0.0637817
-0.0506592	-0.012207	-0.0628662
-0.0469971	-0.0161743	-0.0631714
-0.0439453	-0.0198364	-0.0637817
-0.0430298	-0.0228882	-0.065918
-0.0436401	-0.0250244	-0.0686646
-0.0460815	-0.0259399	-0.0720215
-0.0488281	-0.0256348	-0.0744629
-0.0512695	-0.0241089	-0.0753784
-0.0527954	-0.0222778	-0.0750732
-0.0534058	-0.0198364	-0.0732422
-0.0534058	-0.0180054	-0.0714111
-0.0521851	-0.017395	-0.0695801
-0.050354	-0.017395	-0.067749
-0.0463867	-0.017395	-0.0637817
-0.0411987	-0.0170898	-0.0582886
-0.0360107	-0.0177002	-0.0537109
-0.0323486	-0.0183105	-0.0506592
-0.0292969	-0.0195313	-0.0488281
-0.0283813	-0.0195313	-0.0479126
-0.0311279	-0.0164795	-0.0476074
-0.0372314	-0.010376	-0.0476074
-0.0415039	-0.00579834	-0.0473022
-0.0415039	-0.00488281	-0.0463867
-0.0408936	-0.00457764	-0.0454712
-0.0408936	-0.00366211	-0.0445557
-0.039978	-0.00213623	-0.0421143
-0.0378418	-0.0012207	-0.0390625
-0.0338745	-0.00152588	-0.0354004
-0.0271606	-0.00366211	-0.0308228
-0.0180054	-0.00732422	-0.0253296
-0.00915527	-0.0109863	-0.0201416
-0.000610352	-0.0143433	-0.0149536
0.00732422	-0.017395	-0.0100708
0.0128174	-0.0198364	-0.00701904
0.0158691	-0.0204468	-0.00457764
0.0183105	-0.0204468	-0.00213623
0.0210571	-0.0213623	-0.000305176
0.0247192	-0.0234985	0.0012207
0.027771	-0.0262451	0.00152588
0.0299072	-0.0299072	0
0.0320435	-0.032959	-0.000915527
0.03479	-0.0338745	0.000915527
0.0375366	-0.0335693	0.00396729
0.0411987	-0.0323486	0.0088501
0.0454712	-0.0311279	0.0143433
0.0494385	-0.0286865	0.020752
0.0531006	-0.0262451	0.0268555
0.0576782	-0.0238037	0.0338745
0.0628662	-0.0204468	0.0424194
0.0674438	-0.0161743	0.0512695
0.072937	-0.0128174	0.0601196
0.0790405	-0.0115967	0.0674438
0.0857544	-0.0115967	0.0741577
0.0933838	-0.0128174	0.0805664
0.101318	-0.0152588	0.0860596
0.108643	-0.0177002	0.0909424
0.114136	-0.0189209	0.0952148
0.119324	-0.0198364	0.0994873
0.122986	-0.0186157	0.10437
0.123596	-0.0137329	0.109863
0.125122	-0.00946045	0.115662
0.129089	-0.00793457	0.121155
0.134583	-0.00762939	0.126953
0.138855	-0.00579834	0.133057
0.140686	-0.00152588	0.13916
0.143127	0.000915527	0.144043
0.14801	0.000305176	0.148315
0.154419	-0.00152588	0.152893
0.158386	-0.000915527	0.157471
0.160217	0.000915527	0.161133
0.161743	0.0012207	0.162964
0.161438	0.00244141	0.163879
0.158386	0.00549316	0.163879
0.152893	0.0106812	0.163574
0.14679	0.0167847	0.163574
0.139771	0.0231934	0.162964
0.132446	0.0286865	0.161133
