L I	L III	L II(Calc.)
-0.0430298	-0.0396729	-0.0827026
-0.0469971	-0.0375366	-0.0845337
-0.0488281	-0.0357056	-0.0845337
-0.0491333	-0.0344849	-0.0836182
-0.0497437	-0.0335693	-0.083313
-0.050354	-0.0326538	-0.0830078
-0.050354	-0.0326538	-0.0830078
-0.050354	-0.032959	-0.083313
-0.0512695	-0.0332642	-0.0845337
-0.0531006	-0.0344849	-0.0875854
-0.0546265	-0.0366211	-0.0912476
-0.0543213	-0.0393677	-0.093689
-0.0527954	-0.0421143	-0.0949097
-0.0518799	-0.0445557	-0.0964355
-0.0521851	-0.0457764	-0.0979614
-0.0540161	-0.0457764	-0.0997925
-0.0567627	-0.0448608	-0.101624
-0.0588989	-0.0436401	-0.102539
-0.0601196	-0.0418091	-0.101929
-0.0613403	-0.0396729	-0.101013
-0.062561	-0.0375366	-0.100098
-0.0640869	-0.0366211	-0.100708
-0.0653076	-0.0357056	-0.101013
-0.0650024	-0.0350952	-0.100098
-0.0631714	-0.0344849	-0.0976563
-0.0598145	-0.0338745	-0.093689
-0.0552368	-0.0335693	-0.0888062
-0.0497437	-0.0335693	-0.083313
-0.0445557	-0.0335693	-0.078125
-0.0411987	-0.0335693	-0.0747681
-0.0402832	-0.0335693	-0.0738525
-0.0396729	-0.0341797	-0.0738525
-0.0384521	-0.0344849	-0.072937
-0.0366211	-0.0344849	-0.071106
-0.03479	-0.0338745	-0.0686646
-0.0341797	-0.032959	-0.0671387
-0.0332642	-0.0323486	-0.0656128
-0.0311279	-0.0326538	-0.0637817
-0.0280762	-0.0344849	-0.062561
-0.0247192	-0.0363159	-0.0610352
-0.0210571	-0.0375366	-0.0585938
-0.0177002	-0.0384521	-0.0561523
-0.0158691	-0.0387573	-0.0546265
-0.017395	-0.0378418	-0.0552368
-0.0213623	-0.0363159	-0.0576782
-0.0268555	-0.0344849	-0.0613403
-0.0323486	-0.0326538	-0.0650024
-0.0369263	-0.0308228	-0.067749
-0.0405884	-0.0286865	-0.0692749
-0.043335	-0.0268555	-0.0701904
-0.045166	-0.0259399	-0.071106
-0.0457764	-0.0259399	-0.0717163
-0.0448608	-0.0259399	-0.0708008
-0.0436401	-0.0253296	-0.0689697
-0.0408936	-0.0247192	-0.0656128
-0.0350952	-0.0250244	-0.0601196
-0.0286865	-0.0259399	-0.0546265
-0.0238037	-0.0259399	-0.0497437
-0.0201416	-0.0247192	-0.0448608
-0.0167847	-0.022583	-0.0393677
-0.0137329	-0.0201416	-0.0338745
-0.0115967	-0.017395	-0.0289917
-0.0115967	-0.0134277	-0.0250244
-0.0131226	-0.00823975	-0.0213623
-0.0140381	-0.00427246	-0.0183105
-0.0134277	-0.00183105	-0.0152588
-0.0146484	0.000915527	-0.0137329
-0.0167847	0.00366211	-0.0131226
-0.0170898	0.00549316	-0.0115967
-0.0137329	0.00488281	-0.0088501
-0.00762939	0.0012207	-0.00640869
0	-0.00488281	-0.00488281
0.00823975	-0.0125122	-0.00427246
0.0164795	-0.0204468	-0.00396729
0.0250244	-0.027771	-0.00274658
0.0344849	-0.0341797	0.000305176
0.0442505	-0.0393677	0.00488281
0.0518799	-0.0430298	0.0088501
0.0558472	-0.0445557	0.0112915
0.0552368	-0.0439453	0.0112915
0.0518799	-0.0418091	0.0100708
0.0491333	-0.0390625	0.0100708
0.0482178	-0.0369263	0.0112915
0.0454712	-0.0363159	0.00915527
0.0415039	-0.0372314	0.00427246
0.0384521	-0.0405884	-0.00213623
0.0378418	-0.0454712	-0.00762939
0.0384521	-0.0515747	-0.0131226
0.039978	-0.0588989	-0.0189209
0.0415039	-0.0665283	-0.0250244
0.0418091	-0.0732422	-0.0314331
0.039978	-0.078125	-0.038147
0.0363159	-0.0802612	-0.0439453
0.0299072	-0.0802612	-0.050354
0.0204468	-0.0790405	-0.0585938
0.00976563	-0.0775146	-0.067749
-0.000305176	-0.0756836	-0.0759888
-0.0109863	-0.072937	-0.0839233
-0.0234985	-0.0683594	-0.0918579
-0.0357056	-0.0634766	-0.0991821
-0.0448608	-0.0592041	-0.104065
-0.0509644	-0.0558472	-0.106812
-0.0549316	-0.0540161	-0.108948
-0.057373	-0.0531006	-0.110474
-0.0585938	-0.0527954	-0.111389
-0.0604248	-0.0518799	-0.112305
-0.0628662	-0.0506592	-0.113525
-0.0662231	-0.0497437	-0.115967
-0.0689697	-0.0497437	-0.118713
-0.0717163	-0.0506592	-0.122375
-0.0741577	-0.0515747	-0.125732
-0.0762939	-0.0518799	-0.128174
-0.0784302	-0.0509644	-0.129395
-0.0787354	-0.0500488	-0.128784
-0.0772095	-0.050354	-0.127563
-0.0750732	-0.050354	-0.125427
-0.0735474	-0.050354	-0.123901
-0.0720215	-0.0506592	-0.122681
-0.0698853	-0.0509644	-0.12085
-0.0686646	-0.0509644	-0.119629
-0.0680542	-0.0515747	-0.119629
-0.0674438	-0.0537109	-0.121155
-0.0668335	-0.0579834	-0.124817
-0.0665283	-0.0646973	-0.131226
-0.067749	-0.0735474	-0.141296
-0.0692749	-0.0845337	-0.153809
-0.0704956	-0.0973511	-0.167847
-0.0717163	-0.109863	-0.18158
-0.0720215	-0.119629	-0.19165
-0.071106	-0.124817	-0.195923
-0.0674438	-0.123596	-0.19104
-0.0579834	-0.115662	-0.173645
-0.0405884	-0.0997925	-0.140381
-0.0134277	-0.0759888	-0.0894165
0.0256348	-0.043335	-0.0177002
0.0769043	-0.00366211	0.0732422
0.142212	0.0411987	0.183411
0.219421	0.0906372	0.310059
0.306702	0.144043	0.450745
0.401306	0.198364	0.59967
0.496826	0.249023	0.74585
0.585327	0.291443	0.87677
0.661011	0.323181	0.984192
0.718994	0.342712	1.06171
0.754395	0.347595	1.10199
0.76416	0.335388	1.09955
0.746765	0.304871	1.05164
0.701599	0.257874	0.959473
0.628967	0.2005	0.829468
0.531616	0.136719	0.668335
0.417175	0.0683594	0.485535
0.29541	-0.00213623	0.293274
0.175476	-0.0668335	0.108643
0.0656128	-0.120544	-0.0549316
-0.0286865	-0.160217	-0.188904
-0.107117	-0.184631	-0.291748
-0.167236	-0.194397	-0.361633
-0.206604	-0.192566	-0.39917
-0.225525	-0.181885	-0.40741
-0.225525	-0.16571	-0.391235
-0.209961	-0.146179	-0.35614
-0.184937	-0.125122	-0.310059
-0.157166	-0.104675	-0.261841
-0.131226	-0.0869751	-0.218201
-0.109558	-0.0720215	-0.18158
-0.0939941	-0.0604248	-0.154419
-0.0839233	-0.0515747	-0.135498
-0.0787354	-0.0445557	-0.123291
-0.0769043	-0.0411987	-0.118103
-0.0762939	-0.0408936	-0.117188
-0.0765991	-0.043335	-0.119934
-0.0775146	-0.0476074	-0.125122
-0.0787354	-0.0518799	-0.130615
-0.0817871	-0.0552368	-0.137024
-0.085144	-0.0576782	-0.142822
-0.0863647	-0.0595093	-0.145874
-0.0854492	-0.0604248	-0.145874
-0.0839233	-0.0601196	-0.144043
-0.0814819	-0.0585938	-0.140076
-0.0805664	-0.0561523	-0.136719
-0.0805664	-0.0537109	-0.134277
-0.0811768	-0.0506592	-0.131836
-0.0823975	-0.0476074	-0.130005
-0.0839233	-0.0442505	-0.128174
-0.0854492	-0.0411987	-0.126648
-0.0866699	-0.0393677	-0.126038
-0.0875854	-0.0384521	-0.126038
-0.0888062	-0.0378418	-0.126648
-0.0894165	-0.0375366	-0.126953
-0.0881958	-0.0375366	-0.125732
-0.0866699	-0.0372314	-0.123901
-0.085144	-0.0369263	-0.12207
-0.0827026	-0.0372314	-0.119934
-0.0790405	-0.0387573	-0.117798
-0.0747681	-0.0402832	-0.115051
-0.071106	-0.0415039	-0.11261
-0.0683594	-0.0415039	-0.109863
-0.0665283	-0.0415039	-0.108032
-0.0653076	-0.0418091	-0.107117
-0.0653076	-0.0421143	-0.107422
-0.0653076	-0.0421143	-0.107422
-0.0634766	-0.0424194	-0.105896
-0.0595093	-0.0430298	-0.102539
-0.0540161	-0.045166	-0.0991821
-0.0473022	-0.0485229	-0.0958252
-0.0411987	-0.0512695	-0.0924683
-0.0366211	-0.0524902	-0.0891113
-0.0332642	-0.0527954	-0.0860596
-0.0289917	-0.0534058	-0.0823975
-0.0241089	-0.0543213	-0.0784302
-0.0210571	-0.0540161	-0.0750732
-0.0210571	-0.0515747	-0.0726318
-0.0234985	-0.0491333	-0.0726318
-0.0259399	-0.0476074	-0.0735474
-0.0271606	-0.0469971	-0.0741577
-0.0274658	-0.0469971	-0.0744629
-0.0259399	-0.0469971	-0.072937
-0.0228882	-0.0473022	-0.0701904
-0.0198364	-0.0485229	-0.0683594
-0.0164795	-0.0506592	-0.0671387
-0.0131226	-0.0524902	-0.0656128
-0.010376	-0.0537109	-0.0640869
-0.00640869	-0.0540161	-0.0604248
0	-0.0549316	-0.0549316
0.00732422	-0.0564575	-0.0491333
0.0137329	-0.0588989	-0.045166
0.0189209	-0.0610352	-0.0421143
0.0228882	-0.0622559	-0.0393677
0.0259399	-0.062561	-0.0366211
0.0280762	-0.0622559	-0.0341797
0.0311279	-0.0610352	-0.0299072
0.0341797	-0.0601196	-0.0259399
0.0338745	-0.0570679	-0.0231934
0.0305176	-0.0524902	-0.0219727
0.0256348	-0.0466919	-0.0210571
0.0222778	-0.0415039	-0.0192261
0.020752	-0.0375366	-0.0167847
0.020752	-0.0344849	-0.0137329
0.0234985	-0.0326538	-0.00915527
0.0289917	-0.0314331	-0.00244141
0.0369263	-0.0320435	0.00488281
0.0463867	-0.0341797	0.012207
0.0561523	-0.0372314	0.0189209
0.0653076	-0.0402832	0.0250244
0.0744629	-0.0424194	0.0320435
0.0836182	-0.0439453	0.0396729
0.0921631	-0.0448608	0.0473022
0.0991821	-0.0445557	0.0546265
0.104675	-0.0436401	0.0610352
0.109558	-0.0415039	0.0680542
0.114441	-0.0396729	0.0747681
0.119324	-0.038147	0.0811768
0.124512	-0.0375366	0.0869751
0.130005	-0.0375366	0.0924683
0.135193	-0.0369263	0.0982666
0.139771	-0.0366211	0.103149
0.143738	-0.0357056	0.108032
0.145569	-0.0332642	0.112305
0.144958	-0.0302124	0.114746
0.142212	-0.0271606	0.115051
0.13855	-0.0247192	0.113831
0.134888	-0.0222778	0.11261
0.1297	-0.0186157	0.111084
0.122375	-0.0128174	0.109558
0.115051	-0.00701904	0.108032
0.109863	-0.00335693	0.106506
0.105286	-0.0012207	0.104065
0.101318	0.000305176	0.101624
0.0967407	0.00213623	0.098877
0.0915527	0.00366211	0.0952148
0.0872803	0.00396729	0.0912476
0.0848389	0.00274658	0.0875854
0.0814819	0.000915527	0.0823975
0.0759888	-0.00183105	0.0741577
0.0674438	-0.00335693	0.0640869
0.057373	-0.00396729	0.0534058
0.0491333	-0.00427246	0.0448608
0.0411987	-0.00488281	0.0363159
0.032959	-0.00518799	0.027771
0.0241089	-0.00427246	0.0198364
0.0137329	-0.00213623	0.0115967
0.00305176	0	0.00305176
-0.00823975	0.00152588	-0.00671387
-0.0195313	0.00213623	-0.017395
-0.0308228	0.00213623	-0.0286865
-0.0415039	0.00152588	-0.039978
-0.0500488	0.000305176	-0.0497437
-0.0570679	-0.00274658	-0.0598145
-0.0622559	-0.00701904	-0.0692749
-0.0671387	-0.012207	-0.0793457
-0.0708008	-0.017395	-0.0881958
-0.0741577	-0.022583	-0.0967407
-0.0762939	-0.0271606	-0.103455
-0.0778198	-0.0311279	-0.108948
-0.0784302	-0.0354004	-0.113831
-0.0790405	-0.0396729	-0.118713
-0.0814819	-0.0430298	-0.124512
-0.0854492	-0.045166	-0.130615
-0.0900269	-0.0469971	-0.137024
-0.0949097	-0.0485229	-0.143433
-0.098877	-0.050354	-0.149231
-0.100708	-0.0518799	-0.152588
-0.101013	-0.0521851	-0.153198
-0.101013	-0.0506592	-0.151672
-0.100403	-0.0494385	-0.149841
-0.0991821	-0.0485229	-0.147705
-0.0982666	-0.0479126	-0.146179
-0.0970459	-0.0479126	-0.144958
-0.0949097	-0.0485229	-0.143433
-0.0921631	-0.0497437	-0.141907
-0.0915527	-0.050354	-0.141907
-0.0927734	-0.0488281	-0.141602
-0.0946045	-0.0466919	-0.141296
-0.0967407	-0.0454712	-0.142212
-0.0985718	-0.0448608	-0.143433
-0.0994873	-0.0448608	-0.144348
-0.100403	-0.0439453	-0.144348
-0.102844	-0.0418091	-0.144653
-0.106506	-0.0387573	-0.145264
-0.108948	-0.0366211	-0.145569
-0.108337	-0.0366211	-0.144958
-0.105591	-0.0384521	-0.144043
-0.102234	-0.0411987	-0.143433
-0.0991821	-0.0439453	-0.143127
-0.0970459	-0.0454712	-0.142517
-0.0949097	-0.0460815	-0.140991
-0.0927734	-0.0473022	-0.140076
-0.0912476	-0.0488281	-0.140076
-0.0912476	-0.0479126	-0.13916
-0.0921631	-0.0442505	-0.136414
-0.0930786	-0.0390625	-0.132141
-0.0933838	-0.0341797	-0.127563
-0.0921631	-0.0305176	-0.122681
-0.0906372	-0.0268555	-0.117493
-0.0891113	-0.0238037	-0.112915
-0.0863647	-0.0213623	-0.107727
-0.0827026	-0.0198364	-0.102539
-0.0793457	-0.0192261	-0.0985718
-0.0765991	-0.0198364	-0.0964355
-0.0753784	-0.0210571	-0.0964355
-0.0741577	-0.0231934	-0.0973511
-0.0732422	-0.0256348	-0.098877
-0.0720215	-0.0296021	-0.101624
-0.0720215	-0.0338745	-0.105896
-0.072937	-0.0375366	-0.110474
-0.0753784	-0.0384521	-0.113831
-0.0772095	-0.0378418	-0.115051
-0.0769043	-0.0375366	-0.114441
-0.0759888	-0.0375366	-0.113525
-0.0756836	-0.0375366	-0.11322
-0.0762939	-0.0366211	-0.112915
-0.0765991	-0.03479	-0.111389
-0.0769043	-0.0326538	-0.109558
-0.0765991	-0.0305176	-0.107117
-0.0756836	-0.0296021	-0.105286
-0.0741577	-0.0299072	-0.104065
-0.0726318	-0.0314331	-0.104065
-0.0701904	-0.032959	-0.103149
-0.0671387	-0.03479	-0.101929
-0.0637817	-0.0363159	-0.100098
-0.0604248	-0.0378418	-0.0982666
-0.0570679	-0.039978	-0.0970459
-0.0549316	-0.0415039	-0.0964355
-0.0546265	-0.0418091	-0.0964355
-0.0561523	-0.0408936	-0.0970459
-0.0585938	-0.0390625	-0.0976563
-0.0613403	-0.0375366	-0.098877
-0.0643921	-0.0363159	-0.100708
-0.067749	-0.03479	-0.102539
-0.0704956	-0.0323486	-0.102844
-0.0726318	-0.0299072	-0.102539
-0.0741577	-0.0280762	-0.102234
-0.0747681	-0.0271606	-0.101929
-0.0741577	-0.0274658	-0.101624
-0.0717163	-0.0283813	-0.100098
-0.0680542	-0.0302124	-0.0982666
-0.0643921	-0.032959	-0.0973511
-0.06073	-0.0363159	-0.0970459
-0.0564575	-0.0393677	-0.0958252
-0.0546265	-0.0402832	-0.0949097
-0.0549316	-0.039978	-0.0949097
-0.0558472	-0.0393677	-0.0952148
-0.0585938	-0.038147	-0.0967407
-0.0610352	-0.0363159	-0.0973511
-0.0601196	-0.0335693	-0.093689
-0.0570679	-0.0302124	-0.0872803
-0.0552368	-0.0268555	-0.0820923
-0.0543213	-0.0244141	-0.0787354
-0.0537109	-0.0231934	-0.0769043
-0.0518799	-0.0238037	-0.0756836
-0.0482178	-0.0253296	-0.0735474
-0.0442505	-0.0274658	-0.0717163
-0.0418091	-0.0299072	-0.0717163
-0.0415039	-0.0323486	-0.0738525
-0.0418091	-0.0344849	-0.0762939
-0.0430298	-0.0357056	-0.0787354
-0.0454712	-0.0354004	-0.0808716
-0.0491333	-0.0344849	-0.0836182
-0.0512695	-0.0341797	-0.0854492
-0.0518799	-0.0341797	-0.0860596
-0.0506592	-0.0338745	-0.0845337
-0.0500488	-0.0320435	-0.0820923
-0.050354	-0.0299072	-0.0802612
-0.0506592	-0.027771	-0.0784302
-0.0515747	-0.0256348	-0.0772095
-0.0531006	-0.0241089	-0.0772095
-0.0546265	-0.0228882	-0.0775146
-0.0567627	-0.0219727	-0.0787354
-0.0588989	-0.0216675	-0.0805664
-0.0598145	-0.0216675	-0.0814819
-0.0610352	-0.0213623	-0.0823975
-0.062561	-0.0213623	-0.0839233
-0.0637817	-0.0222778	-0.0860596
-0.0640869	-0.0238037	-0.0878906
-0.0628662	-0.0256348	-0.088501
-0.0610352	-0.0268555	-0.0878906
-0.0592041	-0.0280762	-0.0872803
-0.0579834	-0.0289917	-0.0869751
-0.0585938	-0.0292969	-0.0878906
-0.0601196	-0.0289917	-0.0891113
-0.0616455	-0.0280762	-0.0897217
-0.0631714	-0.0274658	-0.0906372
-0.0646973	-0.0274658	-0.0921631
-0.0653076	-0.0280762	-0.0933838
-0.0637817	-0.0289917	-0.0927734
-0.0592041	-0.0308228	-0.0900269
-0.0527954	-0.0338745	-0.0866699
-0.0463867	-0.0378418	-0.0842285
-0.0424194	-0.0396729	-0.0820923
-0.0415039	-0.0387573	-0.0802612
-0.0427246	-0.0363159	-0.0790405
-0.0445557	-0.0335693	-0.078125
-0.0473022	-0.0311279	-0.0784302
-0.0494385	-0.0280762	-0.0775146
-0.0527954	-0.0238037	-0.0765991
-0.0582886	-0.0192261	-0.0775146
-0.0640869	-0.015564	-0.0796509
-0.0674438	-0.0134277	-0.0808716
-0.0686646	-0.0125122	-0.0811768
-0.0680542	-0.0131226	-0.0811768
-0.0646973	-0.0152588	-0.0799561
-0.0592041	-0.0189209	-0.078125
-0.0527954	-0.0228882	-0.0756836
-0.0497437	-0.0262451	-0.0759888
-0.0488281	-0.0283813	-0.0772095
-0.0488281	-0.0292969	-0.078125
-0.0491333	-0.0286865	-0.0778198
-0.0491333	-0.0280762	-0.0772095
-0.0479126	-0.0271606	-0.0750732
-0.0457764	-0.0259399	-0.0717163
-0.0445557	-0.0244141	-0.0689697
-0.0448608	-0.0228882	-0.067749
-0.0463867	-0.0216675	-0.0680542
-0.0479126	-0.0204468	-0.0683594
-0.0488281	-0.0201416	-0.0689697
-0.0485229	-0.020752	-0.0692749
-0.0476074	-0.0222778	-0.0698853
-0.0460815	-0.0244141	-0.0704956
-0.0439453	-0.0265503	-0.0704956
-0.0430298	-0.027771	-0.0708008
-0.0424194	-0.0292969	-0.0717163
-0.0418091	-0.0308228	-0.0726318
-0.0405884	-0.0320435	-0.0726318
-0.0390625	-0.0320435	-0.071106
-0.0375366	-0.0308228	-0.0683594
-0.0366211	-0.0289917	-0.0656128
-0.038147	-0.0265503	-0.0646973
-0.0415039	-0.0238037	-0.0653076
-0.0454712	-0.0213623	-0.0668335
-0.0488281	-0.0198364	-0.0686646
-0.0534058	-0.0180054	-0.0714111
-0.0585938	-0.0158691	-0.0744629
-0.0610352	-0.0152588	-0.0762939
-0.0595093	-0.0164795	-0.0759888
-0.0564575	-0.0177002	-0.0741577
-0.0543213	-0.0186157	-0.072937
-0.0534058	-0.0180054	-0.0714111
-0.0537109	-0.0164795	-0.0701904
-0.0540161	-0.0149536	-0.0689697
-0.0527954	-0.0134277	-0.0662231
-0.0506592	-0.012207	-0.0628662
-0.0485229	-0.0115967	-0.0601196
-0.0476074	-0.0106812	-0.0582886
-0.0488281	-0.00793457	-0.0567627
-0.0500488	-0.00427246	-0.0543213
-0.0488281	-0.00213623	-0.0509644
-0.0463867	-0.00152588	-0.0479126
-0.0442505	-0.00152588	-0.0457764
-0.0411987	-0.0012207	-0.0424194
-0.0372314	0	-0.0372314
-0.0332642	0.00183105	-0.0314331
-0.0305176	0.00396729	-0.0265503
-0.0280762	0.00610352	-0.0219727
-0.0268555	0.00762939	-0.0192261
-0.0253296	0.00823975	-0.0170898
-0.0231934	0.00762939	-0.015564
-0.0204468	0.00732422	-0.0131226
-0.0189209	0.00762939	-0.0112915
-0.0167847	0.00823975	-0.00854492
-0.0125122	0.00671387	-0.00579834
-0.00610352	0.00335693	-0.00274658
0.000610352	-0.000610352	0
0.00701904	-0.00427246	0.00274658
0.0128174	-0.00701904	0.00579834
0.0170898	-0.00915527	0.00793457
0.0213623	-0.0112915	0.0100708
0.0265503	-0.0134277	0.0131226
0.0320435	-0.0158691	0.0161743
0.0354004	-0.017395	0.0180054
0.0363159	-0.0186157	0.0177002
0.0357056	-0.0186157	0.0170898
0.03479	-0.0186157	0.0161743
0.0326538	-0.0189209	0.0137329
0.0292969	-0.0204468	0.0088501
0.0250244	-0.0228882	0.00213623
0.020752	-0.0253296	-0.00457764
0.0161743	-0.0283813	-0.012207
0.0112915	-0.0314331	-0.0201416
0.00579834	-0.0344849	-0.0286865
0	-0.0369263	-0.0369263
-0.00518799	-0.038147	-0.043335
-0.00854492	-0.0390625	-0.0476074
-0.00976563	-0.039978	-0.0497437
-0.00946045	-0.0402832	-0.0497437
-0.00946045	-0.0402832	-0.0497437
-0.00976563	-0.0390625	-0.0488281
-0.0100708	-0.0369263	-0.0469971
-0.010376	-0.03479	-0.045166
-0.012207	-0.0326538	-0.0448608
-0.0167847	-0.0305176	-0.0473022
-0.0234985	-0.0283813	-0.0518799
-0.0292969	-0.0262451	-0.055542
-0.0341797	-0.0244141	-0.0585938
-0.0393677	-0.0241089	-0.0634766
-0.045166	-0.0244141	-0.0695801
-0.0512695	-0.0253296	-0.0765991
-0.0561523	-0.0262451	-0.0823975
-0.0595093	-0.027771	-0.0872803
-0.0619507	-0.0299072	-0.0918579
-0.0646973	-0.0314331	-0.0961304
-0.067749	-0.0320435	-0.0997925
-0.0698853	-0.0323486	-0.102234
-0.0698853	-0.0332642	-0.103149
-0.0671387	-0.03479	-0.101929
-0.0650024	-0.0357056	-0.100708
-0.0650024	-0.03479	-0.0997925
-0.0662231	-0.0323486	-0.0985718
-0.0662231	-0.0308228	-0.0970459
-0.0634766	-0.0305176	-0.0939941
-0.0595093	-0.0323486	-0.0918579
-0.0567627	-0.03479	-0.0915527
-0.0561523	-0.0363159	-0.0924683
-0.0585938	-0.0366211	-0.0952148
-0.0634766	-0.0369263	-0.100403
-0.0708008	-0.0378418	-0.108643
-0.0796509	-0.0405884	-0.120239
-0.0881958	-0.0454712	-0.133667
-0.0958252	-0.0531006	-0.148926
-0.103455	-0.062561	-0.166016
-0.111694	-0.0717163	-0.183411
-0.119324	-0.0793457	-0.198669
-0.12146	-0.0830078	-0.204468
-0.113831	-0.0823975	-0.196228
-0.09552	-0.0762939	-0.171814
-0.0680542	-0.0631714	-0.131226
-0.0317383	-0.0402832	-0.0720215
0.015564	-0.00823975	0.00732422
0.0762939	0.0308228	0.107117
0.150757	0.0753784	0.226135
0.236206	0.125427	0.361633
0.328979	0.180969	0.509949
0.425415	0.239258	0.664673
0.517578	0.2948	0.812378
0.599365	0.342407	0.941772
0.666504	0.378723	1.04523
0.716248	0.400085	1.11633
0.744019	0.403748	1.14777
0.746155	0.389404	1.13556
0.72113	0.35614	1.07727
0.668945	0.307007	0.975952
0.589905	0.246582	0.836487
0.485535	0.179749	0.665283
0.366211	0.109253	0.475464
0.243225	0.0387573	0.281982
0.125122	-0.0259399	0.0991821
0.0189209	-0.0799561	-0.0610352
-0.0717163	-0.120239	-0.191956
-0.145569	-0.145874	-0.291443
-0.199585	-0.157776	-0.357361
-0.231018	-0.158081	-0.389099
-0.239258	-0.149841	-0.389099
-0.229797	-0.135803	-0.365601
-0.20752	-0.119629	-0.327148
-0.177917	-0.104065	-0.281982
-0.147095	-0.0897217	-0.236816
-0.12085	-0.0765991	-0.197449
-0.101929	-0.0646973	-0.166626
-0.0909424	-0.0546265	-0.145569
-0.0872803	-0.0469971	-0.134277
-0.0894165	-0.0408936	-0.13031
-0.0970459	-0.0360107	-0.133057
-0.106506	-0.0332642	-0.139771
-0.116272	-0.0326538	-0.148926
-0.124512	-0.0335693	-0.158081
-0.131226	-0.03479	-0.166016
-0.135498	-0.0360107	-0.171509
-0.135193	-0.0369263	-0.172119
-0.131836	-0.0375366	-0.169373
-0.128479	-0.038147	-0.166626
-0.124512	-0.0396729	-0.164185
-0.117188	-0.0427246	-0.159912
-0.107727	-0.0473022	-0.155029
-0.101013	-0.0512695	-0.152283
-0.098877	-0.0524902	-0.151367
-0.0991821	-0.0506592	-0.149841
-0.100098	-0.0473022	-0.1474
-0.101013	-0.0442505	-0.145264
-0.101929	-0.0408936	-0.142822
-0.102844	-0.0366211	-0.139465
-0.104675	-0.0311279	-0.135803
-0.107117	-0.0250244	-0.132141
-0.108948	-0.0192261	-0.128174
-0.110168	-0.0152588	-0.125427
-0.108337	-0.0137329	-0.12207
-0.103455	-0.0143433	-0.117798
-0.0976563	-0.0167847	-0.114441
-0.0924683	-0.020752	-0.11322
-0.0878906	-0.0256348	-0.113525
-0.0830078	-0.0311279	-0.114136
-0.0778198	-0.0360107	-0.113831
-0.0735474	-0.0393677	-0.112915
-0.0720215	-0.0418091	-0.113831
-0.0723267	-0.0436401	-0.115967
-0.0717163	-0.0442505	-0.115967
-0.071106	-0.0439453	-0.115051
-0.0708008	-0.0430298	-0.113831
-0.0704956	-0.0418091	-0.112305
-0.0692749	-0.0402832	-0.109558
-0.0671387	-0.038147	-0.105286
-0.0640869	-0.0363159	-0.100403
-0.0604248	-0.0360107	-0.0964355
-0.0561523	-0.0372314	-0.0933838
-0.0506592	-0.0405884	-0.0912476
-0.0442505	-0.0445557	-0.0888062
-0.0402832	-0.0466919	-0.0869751
-0.0384521	-0.0482178	-0.0866699
-0.0384521	-0.0500488	-0.088501
-0.0390625	-0.0515747	-0.0906372
-0.0393677	-0.0524902	-0.0918579
-0.0390625	-0.0524902	-0.0915527
-0.0393677	-0.0509644	-0.090332
-0.0405884	-0.0482178	-0.0888062
-0.0408936	-0.0454712	-0.0863647
-0.0393677	-0.0427246	-0.0820923
-0.0369263	-0.0408936	-0.0778198
-0.0344849	-0.0396729	-0.0741577
-0.0311279	-0.0393677	-0.0704956
-0.0271606	-0.0396729	-0.0668335
-0.0222778	-0.0415039	-0.0637817
-0.0177002	-0.0436401	-0.0613403
-0.0146484	-0.0445557	-0.0592041
-0.0119019	-0.0436401	-0.055542
-0.00793457	-0.0424194	-0.050354
-0.00244141	-0.0427246	-0.045166
0.00396729	-0.0445557	-0.0405884
0.0119019	-0.0473022	-0.0354004
0.0216675	-0.0488281	-0.0271606
0.0292969	-0.0473022	-0.0180054
0.03479	-0.0439453	-0.00915527
0.0402832	-0.0418091	-0.00152588
0.0476074	-0.0408936	0.00671387
0.0546265	-0.0405884	0.0140381
0.0592041	-0.0393677	0.0198364
0.0613403	-0.0366211	0.0247192
0.0637817	-0.032959	0.0308228
0.0695801	-0.0302124	0.0393677
0.0765991	-0.0283813	0.0482178
0.0842285	-0.0283813	0.0558472
0.0924683	-0.0289917	0.0634766
0.100403	-0.0292969	0.071106
0.106506	-0.0286865	0.0778198
0.110779	-0.0271606	0.0836182
0.113831	-0.0253296	0.088501
0.116272	-0.0241089	0.0921631
0.119629	-0.022583	0.0970459
0.121765	-0.020752	0.101013
0.12207	-0.0183105	0.10376
0.12146	-0.0158691	0.105591
0.12146	-0.0131226	0.108337
0.122986	-0.0112915	0.111694
0.125122	-0.00976563	0.115356
0.128784	-0.00946045	0.119324
0.133362	-0.0100708	0.123291
0.136719	-0.0112915	0.125427
0.137329	-0.0115967	0.125732
0.134583	-0.00946045	0.125122
0.130005	-0.00549316	0.124512
0.125427	-0.00152588	0.123901
0.119934	0.00152588	0.12146
0.114136	0.00457764	0.118713
0.108337	0.00793457	0.116272
0.102844	0.0119019	0.114746
0.0970459	0.015564	0.11261
0.0915527	0.0186157	0.110168
0.0857544	0.020752	0.106506
0.0784302	0.0219727	0.100403
0.0708008	0.0216675	0.0924683
0.062561	0.0204468	0.0830078
0.0537109	0.0189209	0.0726318
0.0442505	0.017395	0.0616455
0.0350952	0.015564	0.0506592
0.027771	0.0128174	0.0405884
0.0222778	0.00915527	0.0314331
0.0183105	0.00396729	0.0222778
0.0146484	-0.00183105	0.0128174
0.010376	-0.00640869	0.00396729
